Timestep,Probs
1,"[0.2172131147540985, 0.1803278688524591, 0.1762295081967214, 0.25000000000000017, 0.1762295081967214]"
2,"[0.26340265070874497, 0.21445227557363034, 0.06759943122143101, 0.26340360028825777, 0.19114204220793615]"
3,"[0.4082991143593711, 0.35520318084570285, 0.027788695912123285, 0.11825262561613738, 0.09045638326666343]"
4,"[0.38645259381407443, 0.25896692595897103, 0.11155313463020619, 0.11553797219286491, 0.12748937340388444]"
5,"[0.40404381201676054, 0.3251743312542838, 0.10342518067183028, 0.07875986563083129, 0.08859681042629527]"
6,"[0.3644797900305161, 0.34577387476908567, 0.10281053183133425, 0.08413214936681881, 0.10280365400224557]"
7,"[0.3530306536707533, 0.38772726891047926, 0.10783538911329715, 0.08617661084169959, 0.06523007746377153]"
8,"[0.31538265038573127, 0.4077038479388626, 0.11537575937900935, 0.09998936757734202, 0.06154837471905486]"
9,"[0.2576111373866503, 0.4281739932730958, 0.14240031908828216, 0.09985755850650556, 0.07195699174546445]"
10,"[0.2522796900468551, 0.43161110520559937, 0.14893589460068982, 0.08814598591800098, 0.07902732422885617]"
11,"[0.3693236257296082, 0.34782119600860695, 0.08517664869557746, 0.07216049493515496, 0.12551803463105296]"
12,"[0.3106798915317928, 0.407767102582017, 0.11974079535359711, 0.058252494753167024, 0.10355971577942631]"
13,"[0.15477664826567789, 0.5368075415082124, 0.12391880636679647, 0.04686411346479373, 0.13763289039451868]"
14,"[0.1517866322395774, 0.5714278576557151, 0.1101186995045102, 0.03571423385826809, 0.1309525767419302]"
15,"[0.24335642718168787, 0.4703012937440557, 0.08018074872131765, 0.057375825894735305, 0.14878570445820388]"
16,"[0.1688662274213824, 0.5595689555218852, 0.07817015265722561, 0.07819744941289658, 0.11519721498660844]"
17,"[0.19370203190994081, 0.7194860778351323, 0.026005399930945396, 0.027745993078694155, 0.03306049724528638]"
18,"[0.19354888227777806, 0.7548378648677497, 0.012902836232378744, 0.02688085137115524, 0.011829565250939016]"
19,"[0.193825993515848, 0.7984536308487901, 0.0022015739775636625, 0.005518801657638353, 1.5936703081090968e-13]"
20,"[0.05453655121675977, 0.942736944361942, 0.0010904605966549944, 0.0016360438246417188, 4.51915270577437e-28]"
21,"[0.011642464762922154, 0.9883575344263137, 1.867223914250262e-17, 8.107636733922197e-10, 3.21162513251051e-15]"
