Timestep,Probs
1,"[0.3188405797101448, 0.33333333333333315, 0.3478260869565215]"
2,"[0.31296187211275567, 0.34349473768473177, 0.34354339020251207]"
3,"[0.31666666129296334, 0.3333333276768035, 0.3500000110302332]"
4,"[0.30701754385780955, 0.342105263155845, 0.3508771929863461]"
5,"[0.31313131313131326, 0.3333333333333335, 0.3535353535353537]"
6,"[0.29999999999999993, 0.35555555555555557, 0.34444444444444444]"
7,"[0.3333333238303634, 0.34666665678357794, 0.320000019386059]"
8,"[0.32835820895522394, 0.3432835820895523, 0.32835820895522394]"
9,"[1.103494268820487e-6, 0.4687494827370611, 0.5312494137686692]"
10,"[5.1358254748029405e-5, 0.4424458785663798, 0.5575027631788729]"
11,"[1.9028816512090922e-21, 0.44859813095439194, 0.5514018690456078]"
12,"[4.2516316404407015e-38, 0.5238095225971741, 0.4761904774028245]"
13,"[1.585905204920364e-54, 0.5189873417721522, 0.4810126582278486]"
14,"[3.4208699157558656e-133, 0.52112676056338, 0.47887323943661947]"
15,"[1.2560980989324647e-163, 0.6097560543142708, 0.39024394568572984]"
16,"[2.700049103489263e-211, 0.5833333333333335, 0.41666666666666685]"
17,"[2.1590559593250855e-35, 0.4035087719298229, 0.5964912280701773]"
18,"[7.491790068466949e-58, 0.372549019607843, 0.6274509803921569]"
19,"[7.858074425818469e-77, 0.377777777777778, 0.6222222222222228]"
20,"[2.8844942999463904e-98, 0.39999999999999997, 0.6]"
21,"[0.0, 0.3984962406015038, 0.601503759398497]"
22,"[0.0, 0.4032258064516126, 0.5967741935483867]"
23,"[0.0, 0.35643564356435953, 0.6435643564356412]"
24,"[0.0, 0.3095238095238085, 0.690476190476191]"
25,"[0.0, 0.30952379376633404, 0.690476206233666]"
26,"[0.0, 0.22222222222222227, 0.777777777777778]"
27,"[0.0, 0.14284772142715654, 0.8571522785728439]"
28,"[0.0, 0.12499999999999324, 0.8750000000000069]"
29,"[0.0, 0.13138686131386865, 0.8686131386861305]"
30,"[0.0, 0.14049586776859502, 0.859504132231403]"
31,"[0.0, 0.1376146788990826, 0.8623853211009197]"
32,"[0.0, 0.11494252873563218, 0.885057471264367]"
33,"[0.0, 0.08974358974358973, 0.910256410256409]"
34,"[0.0, 0.07575757575757579, 0.9242424242424239]"
35,"[0.0, 0.08064516129032258, 0.9193548387096767]"
36,"[0.0, 0.08771929824561403, 0.9122807017543872]"
37,"[0.0, 0.09615384615384617, 0.9038461538461546]"
38,"[0.0, 0.1041666666666667, 0.8958333333333338]"
39,"[0.0, 0.10000000000000005, 0.9000000000000007]"
40,"[0.0, 0.11428571428571435, 0.8857142857142861]"
41,"[0.0, 0.11679913433880866, 0.883200865661193]"
42,"[0.0, 0.12000000396123812, 0.8799999960387604]"
43,"[0.0, 0.10526315789592204, 0.8947368421040771]"
44,"[0.0, 0.11881188118811926, 0.8811881188118817]"
45,"[0.0, 0.1341463414634146, 0.8658536585365859]"
46,"[0.0, 0.14285714285714288, 0.8571428571428573]"
47,"[0.0, 0.13698630136986303, 0.8630136986301384]"
48,"[0.0, 6.539228236566227e-7, 0.9999993460771758]"
49,"[0.0, 9.873850338109922e-27, 0.9999999999999992]"
50,"[0.0, 4.72407930990263e-57, 0.9999999999999998]"
51,"[0.0, 1.5925106027551537e-79, 0.9999999999999997]"
52,"[0.0, 0.0, 0.9999999999999988]"
53,"[0.0, 0.0, 1.0000000000000029]"
