Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.19999783484599482, 0.19999828464186736, 0.20000474571728488, 0.19999970238802836, 0.1999994324068246]"
3,"[0.4997570573965682, 0.4997488221783378, 0.00016322835599839192, 0.00016543909932979322, 0.0001654529697656593]"
4,"[0.4999616451043417, 0.49995804074302885, 8.020488359182287e-5, 5.4631930004958266e-8, 5.4637107669902965e-8]"
5,"[0.5000142666335533, 0.49990699845242736, 7.868160858630272e-5, 2.6966472817942775e-8, 2.6338960188415996e-8]"
6,"[0.5001007125011504, 0.4998992626828703, 2.436958307832246e-8, 8.374575448131362e-12, 4.3802150087567683e-10]"
7,"[0.5001063091831579, 0.49989369080893786, 7.776699329338772e-12, 2.5063411933636952e-15, 1.2497597101237892e-13]"
8,"[0.5001062961414381, 0.4998937038545154, 4.043019267323806e-12, 1.2193164609080066e-15, 2.25335779590778e-15]"
9,"[0.500106293671396, 0.49989370632455743, 4.04314933208402e-12, 1.2192712000995534e-15, 2.21892784843504e-15]"
10,"[0.5001063049369661, 0.4998936950630327, 1.2193204205620938e-15, 3.6555392255917042e-19, 6.371324447507047e-19]"
11,"[0.500106322679222, 0.4998936773207781, 1.2595280011215707e-19, 5.805858257726865e-23, 7.18714617948347e-23]"
12,"[0.0003319450112410383, 0.999668054988759, 5.1926390129357704e-21, 4.231423728731392e-26, 4.441621087988391e-26]"
13,"[1.1050479332996266e-7, 0.9999998894952067, 1.6135703421657417e-24, 7.097703883900523e-30, 1.3510501336463754e-29]"
