Timestep,Probs
1,"[0.18817204301075258, 0.20698924731182783, 0.21236559139784933, 0.20161290322580633, 0.19086021505376333]"
2,"[0.20168469679738757, 0.1890499824973045, 0.20028072670713934, 0.19887703163283493, 0.21010756236533445]"
3,"[0.4033396581040822, 0.3958683648680923, 0.08196833806944091, 0.05584126351144077, 0.0629823754469443]"
4,"[0.46429412436823553, 0.4342105304070704, 0.04893127272265472, 0.020301931176189066, 0.03226214132585038]"
5,"[0.5304627465660327, 0.44995518652977357, 0.006408548277680027, 0.0077512573922533055, 0.0054222612342596805]"
6,"[0.5347148904093146, 0.46166702790259695, 0.0009018438239788423, 0.0011132294771020305, 0.0016030083870060537]"
7,"[0.17002721534231832, 0.8241241776157142, 0.0011589118743753363, 0.0004888134898676666, 0.004200881677723723]"
8,"[0.07368081879857129, 0.9248524205421498, 0.0003665673764617506, 0.00036656116127166573, 0.0007336321215424695]"
9,"[0.061595902463522215, 0.9382929633133662, 8.02297326553342e-9, 5.26387263723365e-5, 5.848747376381909e-5]"
10,"[0.06999948036239034, 0.9298700760540325, 2.078222423410494e-15, 6.521682174772632e-5, 6.522676182115228e-5]"
11,"[0.2941618126466698, 0.7046743032255959, 5.318473583233193e-24, 0.0005819420030331128, 0.0005819421247027292]"
12,"[0.8290154394823867, 0.1635160272009265, 1.4072888026187261e-8, 0.0074685049539237654, 1.4289876441842382e-8]"
13,"[0.9762659370987574, 0.02243089855606518, 4.61412203858452e-15, 0.0013031643451671285, 4.6211577880157316e-15]"
