Timestep,Probs
1,"[0.19285714285714273, 0.22857142857142831, 0.20714285714285696, 0.17619047619047612, 0.1952380952380951]"
2,"[0.18305068959077284, 0.1506354983675652, 0.2260591050329477, 0.20042336764694837, 0.23983133936176548]"
3,"[0.21037619630309004, 0.12886936006448957, 0.0660472791460309, 0.4714527179003423, 0.12325444658604723]"
4,"[0.24066254568825238, 0.1190325607462759, 0.012341751726376715, 0.5011360376569066, 0.1268271041821893]"
5,"[0.02333185364582525, 0.009744085880971616, 0.02305043021932099, 0.7342146284004113, 0.20965900185347014]"
6,"[0.001485826704906314, 0.0005819343666951725, 0.0019484523295253413, 0.746789703499163, 0.24919408309971022]"
7,"[3.980304546324038e-6, 0.0002745632690986506, 1.212749951329409e-10, 0.7538335791281396, 0.24588787717694352]"
8,"[1.20693022647482e-12, 2.098036268954019e-5, 2.803772835894887e-20, 0.7659727529390525, 0.2340062666970536]"
9,"[5.664507769688478e-19, 1.3772740254977134e-6, 1.015342803206891e-30, 0.7844117493673562, 0.21558687335861587]"
10,"[2.2472464210571793e-24, 3.0566315985293896e-7, 1.3511917277596288e-40, 0.14979574342028726, 0.8502039509165539]"
11,"[2.6926434844269994e-10, 0.006100033717559587, 1.5147216769991235e-11, 0.008437662277154175, 0.9854623037208713]"
12,"[6.218448196457195e-22, 0.00037695620230583383, 6.986051516342859e-23, 0.0004524036194390954, 0.9991706401782581]"
13,"[2.2683646701372583e-33, 2.1315882592474313e-5, 1.8149994404119251e-31, 8.524301439076149e-5, 0.999893441103017]"
