Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.17012725925371222, 0.23317685543604824, 0.17018978405451243, 0.2749270327328355, 0.15157906852289174]"
3,"[0.2246538464486135, 0.2058448773405313, 0.14125105777178804, 0.32744246967785856, 0.10080774876120867]"
4,"[0.12656120145814254, 0.2607391410937809, 0.12562489165575952, 0.39943540632760793, 0.08763935946470916]"
5,"[0.17564812623408352, 0.3473554435448154, 0.09564676816254705, 0.30421868520318984, 0.07713097685536428]"
6,"[0.23824946844182787, 0.4943987811985685, 0.0712048625965841, 0.1452219508409808, 0.05092493692203874]"
7,"[0.29582027802426947, 0.4662776965990005, 0.06737716068627739, 0.10579099257784687, 0.06473387211260578]"
8,"[0.35051748473774336, 0.5115603036763727, 0.045918429199935065, 0.046812874598433814, 0.04519090778751522]"
9,"[0.3436430403971179, 0.6292907618240419, 0.008776773112036397, 0.008420483819500639, 0.009868940847303154]"
10,"[0.3340073086269978, 0.6610346017588614, 0.0016519552982524539, 0.001893645381006289, 0.0014124889348821794]"
11,"[0.33540105501712814, 0.6640327757734301, 0.00019523843580759078, 0.00021865608559800572, 0.00015227468803599267]"
12,"[0.7687675377225468, 0.23087024945646958, 8.455347534305432e-5, 0.0001305843604621548, 0.00014707498517845135]"
13,"[0.9499811043064887, 0.04994884525223367, 1.5202361002508587e-5, 2.4715971670696157e-5, 3.0132108604526877e-5]"
