Timestep,Probs
1,"[0.20048899755501245, 0.19315403422982905, 0.20048899755501245, 0.20048899755501245, 0.20537897310513473]"
2,"[0.20043438125002652, 0.2623574955362003, 0.0831073951567335, 0.27838102086970373, 0.17571970718733687]"
3,"[0.18047290458724125, 0.3678491320716843, 0.0701391136306881, 0.2535857925851531, 0.12795305712523172]"
4,"[0.13980821256420836, 0.417858898317275, 0.05303619078544537, 0.2425848045847419, 0.14671189374832974]"
5,"[0.1634343498271704, 0.7397785750018475, 0.007780946282140323, 0.03838744131401713, 0.05061868757482355]"
6,"[0.3135058419595291, 0.5890441741402129, 0.004991593346827296, 0.01022072508595254, 0.08223766546748018]"
7,"[0.22455691249790882, 0.6578968847995741, 0.00265528493810598, 0.001134018054615603, 0.11375689970979588]"
8,"[0.2027463344563167, 0.7108461929529095, 0.0006466888481418071, 9.23812513111146e-5, 0.0856684024913204]"
9,"[0.21828289095748998, 0.7682330732944855, 0.0005185818821770212, 0.0036292465907983235, 0.00933620727504597]"
10,"[0.2159065620065737, 0.7822750504562649, 2.0545976942277598e-5, 1.0339055216312378e-5, 0.0017875025050034905]"
11,"[0.21767983538596125, 0.7822189045846722, 1.269135367273318e-6, 6.345676998481129e-7, 9.935632630023869e-5]"
12,"[0.8049557328257271, 0.19496035439376924, 3.310158685877436e-7, 1.655079342938718e-7, 8.341625669870166e-5]"
13,"[0.9915940463239274, 0.004850488055080689, 0.00016206382489118357, 0.00016159001276254807, 0.003231811783342078]"
