Timestep,Probs
1,"[0.19908466819221962, 0.19908466819221962, 0.18535469107551486, 0.2082379862700228, 0.2082379862700228]"
2,"[0.24605724721197783, 0.19140216125136533, 0.14733207086922612, 0.22359034546525686, 0.19161817520217342]"
3,"[0.48845653517393606, 0.31193888923488633, 0.05849464067975308, 0.07649560777116028, 0.06461432714026336]"
4,"[0.5572885425476592, 0.3549094676695486, 0.054320012566637994, 0.018973148202910125, 0.014508829013245104]"
5,"[0.640762778957983, 0.33113258174532706, 0.009379351889250194, 0.017449144048026912, 0.0012761433594145474]"
6,"[0.6935049606776669, 0.302864649514011, 0.001988792680321138, 0.0009779555253490878, 0.0006636416026502187]"
7,"[0.3106685867184627, 0.6724904922826594, 0.001295475051429028, 0.013602268087661113, 0.0019431778597903166]"
8,"[0.24167014982992188, 0.752402882221026, 0.00038238498746959843, 0.004971005494324154, 0.0005735774672588919]"
9,"[0.24614193607665782, 0.7532731179371092, 2.435952266225718e-5, 0.0005240471795794807, 3.6539283993385764e-5]"
10,"[0.28177155738242166, 0.7178685852595618, 1.5578240606287012e-5, 0.00032792196477130143, 1.6357152636601362e-5]"
11,"[0.7759948372497779, 0.22384675082470143, 4.950254782413049e-6, 0.00014850802072088887, 4.953650018889327e-6]"
12,"[0.9164558572494593, 0.07950124820309323, 0.00033686673079171605, 0.003537100663527663, 0.00016892715313031732]"
13,"[0.9682958223931097, 0.031244531652824977, 2.188790203480949e-5, 0.00022982297136549924, 0.0002079350806613769]"
