Timestep,Probs
1,"[0.2297650130548308, 0.2140992167101832, 0.16187989556135787, 0.19321148825065307, 0.20104438642297687]"
2,"[0.26310156431325127, 0.2566844652543207, 0.05401089890453455, 0.23475923427074266, 0.19144383725715064]"
3,"[0.25535137573306327, 0.1946187792737832, 0.04904128877505557, 0.3482407939540936, 0.15274776226400388]"
4,"[0.16813581635804636, 0.18388225394571506, 0.044688507105915404, 0.4131846090000401, 0.19010881359028203]"
5,"[0.08482853339928921, 0.08152453845372051, 0.062341500006568455, 0.543197067777357, 0.2281083603630647]"
6,"[0.03494283764713968, 0.034169698335565296, 0.01098588752795591, 0.5674827252615993, 0.3524188512277377]"
7,"[0.026909468445687965, 0.023172221886137545, 0.0004153755686938186, 0.5820192729505262, 0.36748366114895387]"
8,"[0.03157183422460206, 0.014755873035205416, 0.0005012166058072121, 0.590845433310665, 0.3623256428237212]"
9,"[0.0022625726151882146, 0.0075144420417722225, 1.0178014699725676e-6, 0.6352161025918801, 0.35500586494969005]"
10,"[0.0003327002439494586, 0.013492830661726733, 5.889963394851794e-16, 0.9320817587886693, 0.05409271030565286]"
11,"[1.4063120667109607e-9, 0.012741133265992308, 1.0047665502313813e-11, 0.9872588399037806, 2.5413865440387377e-8]"
