Timestep,Probs
1,"[0.1979166666666665, 0.1848958333333332, 0.21874999999999975, 0.1979166666666665, 0.20052083333333315]"
2,"[0.23532719959405188, 0.2131052166261615, 0.10085518846006923, 0.24957269144559416, 0.20113970387412322]"
3,"[0.1678355096633381, 0.12161828409066776, 0.1468406378968546, 0.32732280853162204, 0.23638275981751672]"
4,"[0.14001963673466827, 0.08556976156526043, 0.0920466175292155, 0.46888513102394974, 0.21347885314690715]"
5,"[0.34060756531416037, 0.1842946060363644, 0.05978955821211825, 0.21922202476577407, 0.19608624567158361]"
6,"[0.570172413363517, 0.1604769097680487, 0.06607849957233863, 0.12649380535701535, 0.07677837193908152]"
7,"[0.6236758414787186, 0.1905369816488812, 0.04933714058408258, 0.08030189638588185, 0.05614813990243557]"
8,"[0.7306955045351103, 0.22880486649627757, 0.008617007478525089, 0.012494377943637936, 0.019388243546453625]"
9,"[0.7641948097149034, 0.22497454415753307, 0.001697199351635491, 0.0012287344606822295, 0.007904712315243242]"
10,"[0.7856979017494873, 0.21171271120446689, 0.0011727156510697306, 0.00013947385705077587, 0.0012771975379272103]"
11,"[0.7574877078213214, 0.24216743378352867, 7.231005723826933e-11, 0.00034485824073257984, 8.21125756359208e-11]"
12,"[0.9655324992691562, 0.03440271789368287, 4.3338946173057165e-22, 6.478283716230751e-5, 2.2937709319806915e-16]"
13,"[0.9959870795109476, 0.004012919033005312, 1.8262182899267813e-32, 1.4560436005856776e-9, 8.73075540721441e-26]"
