Timestep,Probs
1,"[0.2078947368421054, 0.1789473684210527, 0.18157894736842112, 0.22105263157894756, 0.21052631578947384]"
2,"[0.22419757862736148, 0.19167381119515384, 0.1738943465625083, 0.2098872517403504, 0.200347011874627]"
3,"[0.45115752850761687, 0.40267205678974416, 0.04488392531188762, 0.05012366768290833, 0.051162821707842934]"
4,"[0.5105297890098937, 0.4677310744221171, 0.015624965329503944, 0.0013587460289978797, 0.004755425209487238]"
5,"[0.5359262750840295, 0.4612532638360342, 0.002006352863790262, 0.00010912517903490963, 0.0007049830371101399]"
6,"[0.5323627909087371, 0.46729641810931427, 0.00022719320928468647, 1.6228076583374375e-5, 9.73696960829163e-5]"
7,"[0.5419416372753003, 0.45793692547333836, 9.860579634718138e-5, 1.6470534567192898e-8, 2.281498448250595e-5]"
8,"[0.5459007868678108, 0.45406517724915135, 3.063230111967867e-5, 9.761377549383348e-15, 3.4035819078824436e-6]"
9,"[0.5471542452961115, 0.4528457488515094, 5.844231543071492e-9, 1.3576223684818074e-14, 8.137603561372982e-12]"
10,"[0.549442517188985, 0.4505574828110114, 1.7012769533979428e-16, 4.886660525129782e-26, 2.100342063950262e-18]"
11,"[0.9150885472405706, 0.08491145275942752, 7.545656836161285e-22, 3.710129336948933e-36, 9.31562572366019e-24]"
12,"[0.9900934106684715, 0.009906589329414014, 1.0633670658695342e-12, 1.474669975999056e-15, 1.0531227401425628e-12]"
13,"[0.998897678114946, 0.0011023218850512453, 3.696595039589926e-22, 6.964185351043585e-28, 3.2859242404097616e-21]"
