Timestep,Probs
1,"[0.20744680851063804, 0.26063829787234005, 0.19148936170212746, 0.1648936170212765, 0.17553191489361689]"
2,"[0.21038828137159274, 0.26189439289335625, 0.17896122791420557, 0.17852466736126907, 0.17023143045957714]"
3,"[0.39057587996859, 0.4782511657765204, 0.04304458312495154, 0.04276662554876711, 0.045361745581170385]"
4,"[0.468697924435573, 0.5128197687935383, 0.011695002268173663, 0.0037706923253802023, 0.0030166121773338096]"
5,"[0.5047097349437579, 0.4933629801168841, 0.0013397486435038212, 0.0002562314827315217, 0.0003313048131235796]"
6,"[0.5068240158103743, 0.4929506209996149, 9.014545581142098e-5, 3.60580533977992e-5, 9.915968080118659e-5]"
7,"[0.4697587106540894, 0.5300334133181461, 9.302183322163693e-5, 2.0684119123761e-5, 9.417007541905762e-5]"
8,"[0.42410938294065753, 0.5746151038139675, 1.0831713597066899e-8, 0.0006377518125784583, 0.0006377506010809123]"
9,"[0.4338564815105996, 0.5659516451019142, 3.0571649301611703e-15, 9.593669374370976e-5, 9.59366937406526e-5]"
10,"[0.42396590860498956, 0.5760095464192125, 9.085017174242741e-24, 1.2272487898615098e-5, 1.2272487898615098e-5]"
11,"[0.8429101600895758, 0.14478828511956218, 1.2863298705852298e-8, 0.0061507651838315375, 0.006150776743732879]"
12,"[0.9797625761999295, 0.019220016129130293, 4.941567501094919e-18, 0.0010173904413124147, 1.722962887960937e-8]"
13,"[0.9971105808770011, 0.0025332392583048446, 6.03195101131787e-9, 0.00035616713077346503, 6.701974579942443e-9]"
