Timestep,Probs
1,"[0.18779342723004724, 0.23004694835680792, 0.17840375586854487, 0.2018779342723008, 0.2018779342723008]"
2,"[0.2834555787088218, 0.2981365362952558, 0.21485036522431739, 0.13777525359461612, 0.06578226617698907]"
3,"[0.046336004448299765, 0.7872165918916523, 0.03522582453155614, 0.08994204854350545, 0.04127953058498691]"
4,"[0.1039526097533129, 0.36465276298471583, 0.09138978996753427, 0.371842645519556, 0.06816219177487938]"
5,"[0.3248771559773811, 0.1961585019343884, 0.27381810388277045, 0.13932963727624464, 0.06581660092921665]"
6,"[0.49890575066109927, 0.1100736794400401, 0.28352824974295004, 0.023645153716962537, 0.08384716643894756]"
7,"[0.2931781630315356, 0.020075846045035237, 0.5470647601978966, 0.02405554443665584, 0.11562568628887508]"
8,"[0.4194901054667523, 0.011926869991072958, 0.5296835499615659, 0.02645085599095685, 0.012448618589652637]"
9,"[0.4564887114150412, 0.007652828365464958, 0.5333656697193707, 0.0014899591788178081, 0.0010028313213072623]"
10,"[0.11161223376165846, 0.00011430981867794043, 0.8878933268235135, 0.0001872531497751608, 0.00019287644637606458]"
11,"[0.021913712764975873, 0.004705564095335811, 0.9727337039108778, 0.0004278365844646401, 0.0002191826443418205]"
