Timestep,Probs
1,"[0.20537897310513473, 0.16625916870415655, 0.24205378973105177, 0.1907090464547679, 0.19559902200489018]"
2,"[0.30011901420675957, 0.2326964992795865, 0.2771480006585538, 0.11634873104961418, 0.07368775480548649]"
3,"[0.06775126152800161, 0.7226910821729043, 0.08362823165401738, 0.0907115239170812, 0.03521790072799488]"
4,"[0.19329190146533134, 0.3269603688337847, 0.2816472884990979, 0.10980560825913428, 0.08829483294265071]"
5,"[0.44760371831174234, 0.013847480213740245, 0.4538857038127238, 0.07429151296071977, 0.010371584701071765]"
6,"[0.5283919964944771, 0.006794931341440955, 0.38964325719179055, 0.06589393738903519, 0.00927587758325587]"
7,"[0.31560349705863805, 0.004695599263942235, 0.5147769056126942, 0.14684330958008177, 0.018080688484643323]"
8,"[0.4116533799875544, 7.220630610638615e-9, 0.5760351871204478, 0.011297118082288591, 0.0010143075890798824]"
9,"[0.45069275848766266, 1.854989491925457e-14, 0.5472457325396938, 0.001988946102977039, 7.256286964884583e-5]"
10,"[0.08137758576384448, 7.29888689867777e-20, 0.9184355360696062, 0.0001788921352982475, 7.986031251612873e-6]"
11,"[0.002882047383358459, 7.122139652998776e-11, 0.9953641671268576, 0.001115753595697701, 0.0006380318228715761]"
