Timestep,Probs
1,"[0.23188405797101486, 0.22222222222222254, 0.16183574879227058, 0.17874396135265713, 0.205314009661836]"
2,"[0.30239463614711093, 0.2328689886735934, 0.04191613511440188, 0.15236174717117199, 0.27045849289372137]"
3,"[0.5166643814663854, 0.12354202809650634, 0.010996696957441416, 0.10408138143203945, 0.24471551204762823]"
4,"[0.615659069911855, 0.2047713711505644, 0.0053532233389063785, 0.05186859905521801, 0.12234773654345854]"
5,"[0.8263369080246512, 0.16002536058546413, 0.0012514620216898193, 0.0039046727372023917, 0.00848159663099299]"
6,"[0.8816975988494332, 0.06785931566182546, 0.005345972629173729, 0.011606110975657426, 0.033491001883906225]"
7,"[0.5629120559569692, 0.14362648846708195, 0.05283518249488545, 0.11889460953784627, 0.12173166354321631]"
8,"[0.11073768128038124, 0.02844117961528735, 0.013933908986138381, 0.3357254584520434, 0.5111617716661502]"
9,"[0.0028766244076395427, 0.004540590706495189, 0.007221271174281862, 0.38025358925711744, 0.6051079244544654]"
10,"[0.0011743852059122259, 0.0006447634640147616, 0.004812762412113925, 0.3990097172959305, 0.5943583716220274]"
11,"[6.185833084747175e-5, 4.0963586328574675e-5, 0.0003170544950049851, 0.39024509681362585, 0.6093350267741946]"
12,"[7.122446407923272e-6, 1.64130162678903e-5, 4.797649709209215e-5, 0.9281801241139219, 0.07174836392630839]"
13,"[0.00029746759443088086, 0.002970369809133909, 7.354639576393667e-5, 0.9963495360458658, 0.00030908015480292264]"
