Timestep,Probs
1,"[0.20400000000000015, 0.19600000000000015, 0.22600000000000017, 0.17600000000000013, 0.19800000000000015]"
2,"[0.20045051152614884, 0.21171169206160093, 0.20270269291582735, 0.17792791406849098, 0.20720718942792948]"
3,"[0.18142941541903376, 0.2449985230444896, 0.14722468379649836, 0.21068637718142885, 0.21566100055855028]"
4,"[0.18918927068075989, 0.25945930011588697, 0.10810837246980821, 0.21621609510665754, 0.22702696162688685]"
5,"[0.35410843125543257, 0.4582712281213272, 0.18746478133217045, 8.88910357672448e-5, 6.666825530136117e-5]"
6,"[2.1550627654460732e-6, 0.9999971050056117, 7.388517771198328e-7, 9.7068936879009e-10, 1.0915208736989024e-10]"
7,"[2.2851989088773458e-10, 0.999999999657287, 1.1419559199937467e-10, 2.024009281863854e-16, 1.2338182191073194e-19]"
8,"[3.827959893526059e-14, 0.9999999999999604, 1.1587673331439576e-17, 1.9530203453931396e-23, 1.6330698177087343e-29]"
9,"[5.999709501264393e-5, 0.9999399255307903, 1.8991393705695747e-8, 5.837894992604294e-8, 3.860578445300957e-12]"
10,"[0.00013652675499674572, 0.9998617695351085, 4.3218266041556034e-8, 1.6604916188957567e-6, 4.2977608287413595e-15]"
11,"[0.49081729703933163, 0.01769233769673086, 0.4914884181095966, 1.9470762448796778e-6, 7.809546947215346e-11]"
12,"[0.9977195897313108, 6.206866101350228e-7, 0.0022791688952133898, 6.206866101350074e-7, 2.5954030232478106e-13]"
13,"[0.6019655008134963, 5.7077565655624887e-11, 0.3980344575198821, 4.1609545362947884e-8, 4.0418977679740997e-22]"
