Timestep,Probs
1,"[0.21800000000000017, 0.20800000000000016, 0.23200000000000018, 0.17200000000000013, 0.17000000000000012]"
2,"[0.22811055268701158, 0.20737330915875196, 0.2073733534788217, 0.1797234658117958, 0.1774193188636179]"
3,"[0.2720766082874784, 0.20556155591761938, 0.15572660755324869, 0.18885863363447325, 0.17777659460718057]"
4,"[0.2790695804752704, 0.20930234155300195, 0.13953510627906265, 0.19767436325308063, 0.17441860843958323]"
5,"[0.44225234848858375, 0.3268977159196728, 0.23073271120472796, 6.154281494147312e-5, 5.5681572075008903e-5]"
6,"[2.593669408573816e-6, 0.9999859321163539, 1.14712024504279e-5, 1.1431561643111e-9, 1.868627944013102e-9]"
7,"[3.927909080793025e-10, 0.9999999857307178, 1.3876489501974975e-8, 1.574362973486308e-17, 3.2105405732711593e-16]"
8,"[3.460716268753224e-14, 0.9999999999999657, 1.8715453391532911e-16, 3.6359006232934395e-25, 2.6110803691077417e-22]"
9,"[1.3900015586710126e-8, 0.9999996056443488, 4.639694274484861e-9, 3.758152362332676e-7, 7.071626694840497e-13]"
10,"[3.033246281795648e-15, 0.9999999999988787, 1.3565868655198022e-14, 1.0988374031969986e-12, 2.5526574681047958e-20]"
11,"[1.1533067947756304e-5, 0.9999827034720289, 5.763459894385566e-6, 0.0, 1.3405170539696597e-13]"
12,"[1.9615655214792146e-9, 0.9999451319151507, 5.486612327897369e-5, 0.0, 6.887781795394254e-28]"
13,"[8.012666152996479e-6, 0.9999679456710513, 2.404166222952133e-5, 0.0, 5.653105116197902e-13]"
