Timestep,Probs
1,"[0.23921568627451023, 0.15686274509803935, 0.1882352941176473, 0.21960784313725526, 0.1960784313725493]"
2,"[0.251598745491977, 0.17270772051027766, 0.17697195122596146, 0.24946697428104264, 0.1492546084907414]"
3,"[0.2835710875385784, 0.20084379224858004, 0.14875985442221148, 0.26242629004835877, 0.10439897574226996]"
4,"[0.2682670076265138, 0.1795407038525966, 0.1544882009827277, 0.30062619975849686, 0.0970778877796645]"
5,"[0.3956686456788577, 0.22261920352523007, 0.2246919464990656, 0.11983378611319767, 0.03718641818364843]"
6,"[0.3276393739960479, 0.38223943496983837, 0.17749342929575734, 0.09214976823443995, 0.02047799350391682]"
7,"[0.15367511657796637, 0.7276393685848959, 0.09228515094247136, 0.01977890371946481, 0.006621460175201424]"
8,"[0.31447292301492924, 0.3524201344907939, 0.24783155996296338, 0.05330672532181173, 0.031968657209501004]"
9,"[0.2677645650353564, 0.2502505489023699, 0.30111846138768567, 0.09216716384442881, 0.08869926083015921]"
10,"[0.4184801645994887, 0.07654912615807637, 0.41845676736716714, 0.04828761352189263, 0.03822632835337565]"
11,"[0.4061679329465986, 0.022597602204712155, 0.5415261778063193, 0.01977219841135923, 0.00993608863101133]"
12,"[0.15823817640723398, 1.974103492135265e-10, 0.8417618220295393, 1.504349669230228e-10, 1.2153805204433961e-9]"
13,"[0.04098234981174022, 1.8099753104931e-18, 0.9590176501882592, 8.989260223175818e-21, 6.318500513617349e-18]"
