Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.19000649190021737, 0.2774828780492609, 0.169145260731604, 0.20058349673387468, 0.1627818725850431]"
3,"[0.09533716962562609, 0.29055525886452044, 0.22855684100112636, 0.20868702480397022, 0.17686370570475698]"
4,"[0.08713918697967578, 0.3932804269272862, 0.18117654085489787, 0.2403185569099982, 0.09808528832814194]"
5,"[0.1124262693218772, 0.5144419992872512, 0.15248099888467848, 0.16899609306010244, 0.05165463944609057]"
6,"[0.2360387751627588, 0.5133346190265969, 0.08484698306836519, 0.10529591051759593, 0.06048371222468321]"
7,"[0.2660367218258651, 0.49930850906628965, 0.06972371268297166, 0.09281725260593444, 0.07211380381893932]"
8,"[0.3090422988189553, 0.5736223869355783, 0.04532096234293045, 0.03299077102466742, 0.03902358087786841]"
9,"[0.336052105165945, 0.6445691344557304, 0.007235333840376817, 0.0048246334183858364, 0.007318793119561779]"
10,"[0.337339713866239, 0.6590575162525784, 0.0015422526641953958, 0.0010338520885937335, 0.0010266651283935607]"
11,"[0.3362615241075999, 0.6633468398989592, 0.000167217673735122, 0.00011633901307268849, 0.00010807930663311941]"
12,"[0.7695303595153364, 0.23020886959898776, 9.00767423851612e-5, 7.115415418729949e-5, 9.953998910332839e-5]"
13,"[0.95017105170451, 0.04977581886568811, 1.6602383931522917e-5, 1.3501717717554432e-5, 2.3025328152688532e-5]"
