Timestep,Probs
1,"[0.16891891891891897, 0.20945945945945943, 0.19256756756756757, 0.2263513513513513, 0.2027027027027027]"
2,"[0.05553456744914538, 0.2928747887212021, 0.07576487405218535, 0.23482903737920266, 0.3409967323982652]"
3,"[0.01725363236500435, 0.1620763528045445, 0.05708767796452177, 0.13284560237028345, 0.6307367344956452]"
4,"[0.006888392973525266, 0.00989536478883371, 0.042765242815865384, 0.07334429073627761, 0.8671067086854997]"
5,"[0.022424978060241067, 0.012679250249883589, 0.02352651404458792, 0.10195684453846496, 0.839412413106824]"
6,"[0.02831853984687853, 0.0344601446044357, 0.08178714215361632, 0.10833660607150535, 0.7470975673235603]"
7,"[0.017702398881381035, 0.03863241817475583, 0.04745489574929203, 0.21969005849317888, 0.6765202287013916]"
8,"[0.02797981020911501, 0.07995467808326319, 0.08194603802106891, 0.06821233817908703, 0.7419071355074672]"
9,"[0.024076728240324474, 0.07642813162253663, 0.09302285086956574, 0.05489814603863774, 0.7515741432289342]"
10,"[0.03710784885789329, 0.09425968651401144, 0.052674872513113306, 0.039902417979857836, 0.7760551741351241]"
11,"[0.007378218468420119, 0.1010088447066007, 0.01010935817482612, 0.014430598706367464, 0.8670729799437892]"
12,"[0.001578288413883933, 0.09470736373230668, 0.00484260164894472, 0.003265761197884876, 0.8956059850069799]"
13,"[0.0006008238357477102, 0.016854626811097936, 0.0009387291206563399, 0.0008380412653516791, 0.9807677789671455]"
14,"[0.00045673847239349345, 8.888374894320347e-13, 8.001675211146394e-12, 7.36506471465256e-11, 0.9995432614450747]"
15,"[9.66259786193716e-5, 4.394609850919302e-24, 2.5949590055146264e-19, 3.2392002619388096e-20, 0.9999033740213774]"
