Timestep,Probs
1,"[0.15999999999999984, 0.20999999999999974, 0.21333333333333307, 0.21999999999999972, 0.19666666666666643]"
2,"[0.22043008545663126, 0.17741943143190708, 0.15053762187070152, 0.19892471529286, 0.2526881459479008]"
3,"[0.3073127993435594, 0.20501148709744957, 0.12835948755796545, 0.23066469374076431, 0.12865153226026177]"
4,"[0.26085981242358264, 0.3043520609270327, 0.13044457790606023, 0.21739311677203296, 0.08695043197129126]"
5,"[0.0014810247663614442, 0.27317546388219527, 0.21130370182850025, 0.45333619513683276, 0.06070361438611031]"
6,"[2.556281701563636e-16, 0.10526322372523553, 0.10526316259383196, 0.684210465760717, 0.1052631479202155]"
7,"[5.7091231642994146e-27, 0.00010119921887352414, 0.0009107928958274235, 0.6669533977580008, 0.332034610127298]"
8,"[2.838468389617586e-16, 0.0, 1.6760871993852967e-11, 0.5714286090447606, 0.42857139093848107]"
9,"[1.5621715287612932e-27, 0.0, 6.052172575745779e-19, 0.7773377991959819, 0.22266220080401694]"
10,"[5.764724525669604e-37, 0.0, 2.7572498699817692e-30, 0.7142854241407678, 0.2857145758592325]"
11,"[1.76017611500358e-49, 0.0, 4.971257242853745e-38, 0.9984790874485627, 0.001520912551437445]"
12,"[1.192156955885282e-14, 0.0, 1.0729412602967679e-13, 0.9999999992959175, 7.039567608806861e-10]"
13,"[2.769448936016683e-22, 0.0, 1.4717987120056421e-16, 0.999999999999895, 1.0729412610520942e-13]"
14,"[3.624458756729424e-26, 0.0, 1.7335673875215546e-19, 1.0000000000000024, 1.2637706255031954e-16]"
15,"[5.532860089838984e-30, 0.0, 2.381714846193366e-22, 1.000000000000002, 1.929189025416553e-20]"
16,"[6.4133726515832e-8, 0.0, 5.1948318477824355e-6, 0.9659114492811235, 0.03408329175330028]"
17,"[2.2514497963633048e-16, 0.0, 1.4771762113939995e-12, 0.9994277116683723, 0.0005722883301574186]"
18,"[5.170634707311121e-21, 0.0, 3.7693927016297535e-18, 0.9999999868569414, 1.3143059673286002e-8]"
19,"[1.1549673067809319e-27, 0.0, 1.154967306780899e-27, 0.9999999999999893, 2.9357719299435314e-15]"
