Timestep,Probs
1,"[0.19148936170212788, 0.21985815602836906, 0.17257683215130043, 0.21040189125295533, 0.20567375886524847]"
2,"[0.24322494049851887, 0.22835349226813723, 0.11599465565412911, 0.18142906170783107, 0.2309978498713835]"
3,"[0.2795138064593497, 0.2009743088498746, 0.17015984261499706, 0.13036951909376995, 0.21898252298200874]"
4,"[0.42829553965334005, 0.23836662933976233, 0.07690638163233064, 0.0977321905972723, 0.15869925877729596]"
5,"[0.21137609082370323, 0.20991121152991118, 0.1595937439093407, 0.25165238791535627, 0.16746656582168826]"
6,"[0.010377088546424362, 0.051065059716983795, 0.19251789058736338, 0.43801128305717624, 0.30802867809205337]"
7,"[0.006479974474633825, 0.06850873820827932, 0.4285238736602288, 0.10198656721454277, 0.3945008464423135]"
8,"[0.021899297506379475, 0.1626095199247054, 0.17546919181510745, 0.03668845812898557, 0.6033335326248218]"
9,"[0.004880111773724159, 0.27217989363220585, 0.23583995254359702, 0.06342406470009389, 0.4236759773503789]"
10,"[0.014006448419943897, 0.3452750906228386, 0.17475781822034916, 0.07178214270260812, 0.39417850003426047]"
11,"[0.001531804413594675, 0.04229968701828145, 0.11918536133301603, 0.007420906965188059, 0.8295622402699226]"
12,"[0.005561390404079999, 0.005826220745768937, 0.14884050949672392, 0.010064232711108049, 0.8297076466423214]"
13,"[0.0021796587886236335, 0.022299604050613, 0.4343549205630695, 0.020203491982306594, 0.5209623246153876]"
14,"[0.007189440311991847, 0.008847881010166704, 0.5198192343483106, 0.0012903684057667044, 0.4628530759237605]"
15,"[0.0007038406548858247, 0.001350031951668473, 0.053873718087822195, 0.0031830904542574047, 0.9408893188513693]"
16,"[0.0003122767694556484, 0.0029284765899832447, 8.983815137921162e-7, 0.002928483260824296, 0.9938298649982165]"
17,"[1.054741718261305e-5, 6.429560577521231e-8, 1.478900286033541e-13, 5.78680050144439e-7, 0.9999888096070191]"
18,"[6.86837225694913e-7, 1.8533694518793204e-15, 4.3652025279895435e-23, 1.5012801033083719e-13, 0.9999993131626251]"
19,"[8.874497124201291e-7, 6.867945495079736e-25, 1.4383245419104352e-31, 2.660792808725701e-16, 0.9999991125502838]"
