Timestep,Probs
1,"[0.3504273504273507, 0.3418803418803421, 0.3076923076923078]"
2,"[0.29871714268956423, 0.35064143157785294, 0.35064142573258295]"
3,"[0.0992499962368189, 0.46833415595314615, 0.43241584781003495]"
4,"[0.222172497321002, 0.37971348563790436, 0.3981140170410937]"
5,"[0.18190683460486365, 0.3636004161700409, 0.45449274922509514]"
6,"[0.0841893061426294, 0.14816504719194304, 0.7676456466654289]"
7,"[0.2631010124495884, 0.26316718454102106, 0.4737318030093906]"
8,"[0.3692164647270895, 0.4615051289104345, 0.16927840636247599]"
9,"[0.14894846819798482, 0.6666412534906924, 0.18441027831132306]"
10,"[0.06516914109686892, 0.6472276973763589, 0.2876031615267723]"
11,"[1.517629959769412e-21, 0.6881697782817922, 0.3118302217182071]"
12,"[3.372661286804296e-55, 0.6346313882427667, 0.36536861175723273]"
13,"[2.1781520081713532e-89, 0.7499860239408099, 0.2500139760591907]"
14,"[7.372171977271042e-61, 0.7731915914251719, 0.22680840857482945]"
15,"[7.576772870640552e-119, 0.7612055325340499, 0.23879446746595034]"
16,"[1.6339035436075758e-242, 0.7674342465041241, 0.23256575349587635]"
17,"[1.8147619562814137e-97, 0.49049950276780935, 0.5095004972321914]"
18,"[9.307102141042867e-192, 0.28921181107494304, 0.7107881889250571]"
19,"[3.7708454080548184e-97, 0.07693181372400627, 0.923068186275995]"
20,"[2.3059166832385822e-191, 0.013472272178140477, 0.986527727821859]"
21,"[1.365548109664483e-138, 0.005713945191197776, 0.9942860548088033]"
22,"[6.248222391152109e-275, 0.0021879781972476945, 0.9978120218027534]"
23,"[0.0, 0.0007615461155991205, 0.9992384538844004]"
24,"[3.981702340043101e-152, 1.0377988613134909e-147, 0.9999999999999983]"
25,"[0.0, 0.0, 1.0000000000000013]"
26,"[0.0, 0.0, 1.0000000000000018]"
27,"[0.0, 0.0, 1.0000000000000002]"
