Timestep,Probs
1,"[0.19589977220956703, 0.17995444191343948, 0.18678815489749415, 0.24145785876993145, 0.19589977220956703]"
2,"[0.23047979260681598, 0.20343365291757212, 0.04280371551201003, 0.36218214816788885, 0.1611006907957124]"
3,"[0.29906931499652617, 0.1740099903443621, 0.05265996527411518, 0.321366864210929, 0.15289386517406778]"
4,"[0.28983940272061104, 0.14507337307521828, 0.04625757112594766, 0.36791241283419696, 0.1509172402440263]"
5,"[0.1197610053906961, 0.049118512437035855, 0.053422758006575234, 0.5903374529422583, 0.187360271223435]"
6,"[0.01842436048383058, 0.01300099330440371, 0.05725788105855023, 0.65457512498808, 0.2567416401651361]"
7,"[0.00446425442916637, 0.001252094239149083, 0.0033302443142413742, 0.7107838328008269, 0.2801695742166203]"
8,"[6.420743289265708e-5, 0.00026748531056967754, 0.002129189335633491, 0.7188298092641293, 0.27870930865677374]"
9,"[1.730739064541074e-5, 1.8028531903092973e-5, 0.00037575637192184996, 0.7316729348585045, 0.2679159728470245]"
10,"[1.5218004710868735e-6, 1.4586666729024657e-6, 3.303575190704568e-5, 0.980317640734221, 0.019646343046725422]"
11,"[1.103422737487154e-15, 1.787544834729193e-14, 0.00013285670637217252, 0.9997273606272525, 0.0001397826663554727]"
