Timestep,Probs
1,"[0.19203747072599547, 0.1709601873536301, 0.2037470725995318, 0.1779859484777519, 0.25526932084309156]"
2,"[0.24081364510843095, 0.15901137440062343, 0.12314086261796264, 0.15660542344262668, 0.32042869443035626]"
3,"[0.29448609538881065, 0.1372466878975897, 0.24408757236423306, 0.13473582193074096, 0.18944382241862567]"
4,"[0.38202647746325624, 0.13542295356564676, 0.3347956609341584, 0.05747174321873673, 0.09028316481820256]"
5,"[0.06781817104444178, 0.0374330778152971, 0.8179899677414962, 0.02763488721975108, 0.04912389617901339]"
6,"[0.010320596891724517, 0.006807202204946027, 0.9029424650446338, 0.034694775897566955, 0.04523495996113136]"
7,"[0.022129747227787145, 0.001545968538723401, 0.8181560879104953, 0.12496758422710395, 0.033200612095886144]"
8,"[0.138474452278027, 0.025139618708205032, 0.7111197984027684, 0.055815868119364696, 0.06945026249163817]"
9,"[0.11528497164140367, 0.026846440033233, 0.7874568849954137, 0.016579048646472225, 0.05383265468347824]"
10,"[0.18864177660824372, 0.04924543294571687, 0.6560762532835822, 0.011517078557143968, 0.094519458605311]"
11,"[0.12590463394557805, 0.11440779171164035, 0.6148122889665644, 0.07234214969508872, 0.07253313568112917]"
12,"[0.0662293941384021, 0.035863439333630925, 0.6028589221691568, 0.1379532061893718, 0.15709503816943907]"
13,"[0.05424162004059599, 0.021336323404659248, 0.7944555839616213, 0.007601086893714994, 0.12236538569940711]"
14,"[0.05483820949780301, 0.013714950770018603, 0.7955319090638641, 0.007360450768049468, 0.12855447990026506]"
15,"[0.015630872210685216, 0.01809322343276748, 0.247573926963398, 0.015623912146649413, 0.7030780652465005]"
16,"[0.004742661526404571, 0.028455969164650777, 0.0022844795673325853, 0.016687145255207966, 0.94782974448641]"
17,"[0.0002837740652215217, 0.017865721141986157, 0.00011827392001000058, 0.021341908376560935, 0.9603903224962169]"
18,"[1.624178157717472e-5, 0.0010999971036419348, 6.644384753836098e-6, 0.001332546689582251, 0.9975445700404469]"
19,"[9.188548268229742e-7, 5.260417478412926e-5, 4.1348149093103053e-7, 6.63432261390249e-5, 0.9998797202627616]"
