Timestep,Probs
1,"[0.16666666666666663, 0.19178082191780818, 0.18721461187214608, 0.24885844748858443, 0.20547945205479448]"
2,"[0.3062972213706591, 0.28916875674332326, 0.3259445775913196, 0.059949633059512335, 0.018639811235185752]"
3,"[0.16637352957682777, 0.40731116954182356, 0.1662049367935304, 0.24899426681930512, 0.011116097268514034]"
4,"[0.08857103271268871, 0.5714304083072977, 0.1299994248831482, 0.1885706500782549, 0.02142848401861037]"
5,"[0.07963855221283268, 0.5541499777217921, 0.1586951495137875, 0.20112058868834393, 0.0063957318632436285]"
6,"[0.06789560135480274, 0.5997444597764252, 0.08085416806166087, 0.2496806203496056, 0.0018251504575079454]"
7,"[0.04199326213401822, 0.8544285247994666, 0.07641439138670812, 0.02701724644303256, 0.00014657523677387066]"
8,"[0.008157878233245647, 0.9415030064718191, 0.005593740153928137, 0.017712121546580764, 0.02703325359442917]"
9,"[0.00398297340746898, 0.8945072549250592, 0.004210565409915357, 0.04108135488867415, 0.05621785136888152]"
10,"[0.03386787687468689, 0.8367699538657213, 0.00483830527787173, 0.0035664566408060766, 0.12095740734091559]"
11,"[0.04939087209190873, 0.9347917210633444, 0.0008096864277361703, 0.0004262756667137459, 0.014581444750296239]"
12,"[0.08396758489399052, 0.9064570926980667, 0.004664865825687251, 0.004910420765069367, 3.581718388636209e-8]"
13,"[0.025770984389678606, 0.9724221413269619, 0.001712025239508457, 9.484904384088563e-5, 5.8641217413941034e-15]"
14,"[0.0005074888293241325, 0.9961100357965033, 0.0001691189562097377, 0.003213257579744654, 9.883821445898335e-8]"
15,"[0.00023732371065507505, 0.9995366537073203, 1.1301129076364972e-5, 0.0002147214524508998, 4.937440584069533e-13]"
16,"[1.443095529491465e-5, 0.9999711381946034, 7.215425049228374e-7, 1.3709307593533884e-5, 1.856129597053317e-24]"
17,"[1.6849457256812533e-6, 0.9999982263729171, 4.4340676991611746e-8, 4.4340676991612375e-8, 1.2482070388779838e-33]"
18,"[4.015131277569661e-13, 0.9999999972532289, 2.746370867751068e-9, 8.510925227871388e-21, 8.604421491401603e-45]"
19,"[2.0028977546867566e-19, 0.9999999999999737, 2.602985895639787e-14, 6.189776994005388e-31, 1.7333232143059207e-56]"
