Timestep,Probs
1,"[0.21219512195121965, 0.1951219512195123, 0.20731707317073184, 0.1878048780487806, 0.19756097560975622]"
2,"[0.17157340379248215, 0.19906414503908051, 0.22558003314644792, 0.21290700058798687, 0.19087541743400185]"
3,"[0.21080663625449525, 0.2327725293130716, 0.0568179354262427, 0.4424590693893576, 0.05714382961683285]"
4,"[0.2535297761701049, 0.24468571606604927, 0.005120677544363373, 0.4462371703723572, 0.05042665984712597]"
5,"[0.023150138944856374, 0.026385966962490036, 0.0037313479223999085, 0.8476814871122736, 0.09905105905797773]"
6,"[0.0015398525848674767, 0.0018303894059678097, 0.0007569285772985782, 0.9312864590994439, 0.06458637033242041]"
7,"[0.0001465184812352459, 0.0002930369657492358, 0.0001469243527273199, 0.9325997648470079, 0.06681375535328495]"
8,"[0.00019469799173158566, 2.0494525445430073e-5, 1.0247262722715125e-5, 0.9575250107742461, 0.04224954944585635]"
9,"[1.225960525068831e-5, 1.290484763230351e-6, 9.407236938550575e-11, 0.9499059266193095, 0.05008052319660402]"
10,"[0.00015822641072273937, 8.766006134223807e-6, 9.316443807507862e-15, 0.5278435782536026, 0.4719894293295324]"
11,"[0.0064311688847663185, 0.0067696514580672315, 2.5973019159018515e-9, 0.08200952290894148, 0.9047896541509193]"
12,"[0.00042815913568967006, 0.000450693827041758, 5.35864272244083e-22, 0.005363276331678579, 0.99375787070559]"
13,"[0.0004965894896278456, 2.7511883081875096e-5, 1.0137038608071028e-34, 0.00033180904600695966, 0.9991440895812853]"
