Timestep,Probs
1,"[0.2259615384615382, 0.2043269230769229, 0.20192307692307676, 0.1778846153846153, 0.18990384615384603]"
2,"[0.28260868735289574, 0.1132723173853448, 0.18249428543700033, 0.14645309778620527, 0.2751716120385546]"
3,"[0.3171161970588217, 0.10048602501865833, 0.11139727500298728, 0.15218155971557662, 0.3188189432039551]"
4,"[0.15098079182871962, 0.155429729739902, 0.07660263111206778, 0.2651567197266334, 0.3518301275926766]"
5,"[0.0947052345028683, 0.06346700346890788, 0.0601937024044807, 0.4869712018909359, 0.2946628577328078]"
6,"[0.16078656300930505, 0.18199346541307834, 0.194203442935647, 0.09279612017753547, 0.3702204084644337]"
7,"[0.02416176108720138, 0.47398760928479644, 0.4544388167312768, 0.005407513676027768, 0.04200429922069672]"
8,"[0.01052692547335681, 0.04432684869756105, 0.912541240559823, 0.000569022452343294, 0.03203596281691648]"
9,"[0.07371151019764223, 0.0018905972726074697, 0.9243978924492904, 4.028612430832984e-11, 4.0174903364507265e-11]"
10,"[0.08463921750308374, 0.05956133253183567, 0.8557994499650788, 1.5352776803638311e-15, 3.41483147790771e-17]"
11,"[0.054067522336532274, 0.5420013824194657, 0.40393109524400206, 2.213115720908473e-30, 2.2252383452458797e-31]"
