Timestep,Probs
1,"[0.19080459770114905, 0.19999999999999957, 0.16091954022988486, 0.19999999999999957, 0.2482758620689648]"
2,"[0.1799227782467235, 0.21760617742019445, 0.13976834023277368, 0.19181467459305987, 0.2708880295072497]"
3,"[0.38807671125935955, 0.5305386522464404, 0.0240074805149859, 0.02440824909320869, 0.03296890688600446]"
4,"[0.40060389057734125, 0.5728120063800767, 0.02246365643333896, 0.0015175119927618233, 0.0026029346164803753]"
5,"[0.6893704229937846, 0.18537665118297014, 0.010052695167963565, 0.058488681428046904, 0.056711549227235196]"
6,"[0.9024903344954616, 0.08252236995743124, 0.0010834170293856239, 0.0055976548091746115, 0.008306223708544558]"
7,"[0.9188332005187019, 0.08012476150907843, 8.21489007970135e-5, 0.00037115118505352823, 0.0005887378863738636]"
8,"[0.916118421059393, 0.08362268516695953, 1.7633642684385167e-5, 0.00012022930423800761, 0.00012103082672344817]"
9,"[0.9245117625674002, 0.07530484885273703, 1.9637691609222107e-5, 0.00010968254334585743, 5.406834491143534e-5]"
10,"[0.9217314964857961, 0.07825461207610092, 1.1173803030316393e-6, 5.351680722200185e-6, 7.422377081499245e-6]"
11,"[0.9130242469914999, 0.086974802584935, 7.245931735530295e-8, 3.3180911404115613e-7, 5.461551336345626e-7]"
12,"[0.3212272400271858, 0.6539163170901906, 0.0009560174145721437, 0.02007635713063027, 0.003824068337418066]"
13,"[0.008172201591951415, 0.9583705063186205, 0.00016983158196961517, 0.03260813417970807, 0.0006793263277529735]"
