Timestep,Probs
1,"[0.1963882618510155, 0.20090293453724573, 0.1851015801354399, 0.20767494356659108, 0.2099322799097062]"
2,"[0.22883657692196122, 0.24196468161704204, 0.10208239394167197, 0.2062018999634744, 0.22091444755585013]"
3,"[0.07481659988844166, 0.041122428171063805, 0.10598882528309785, 0.3958836268672629, 0.3821885197901341]"
4,"[0.047781495983450245, 0.006646298805424275, 0.11837739228657795, 0.45769671700574216, 0.36949809591880417]"
5,"[0.009483792197452585, 0.001210700527523025, 0.25263387005302906, 0.527914000212084, 0.20875763700991148]"
6,"[0.004235042779419078, 0.017116631222228115, 0.3365099389313042, 0.5828477838405296, 0.05929060322651784]"
7,"[0.007578189886573629, 0.01620756896519583, 0.419973192856222, 0.47978151386995815, 0.07645953442205274]"
8,"[0.016171194790476486, 0.0009329535833770496, 0.3917095621107064, 0.4402231816327427, 0.15096310788269796]"
9,"[0.004105592953859711, 0.008576667842939317, 0.24307671922504, 0.5595319049061408, 0.18470911507201973]"
10,"[0.00020638402039807415, 0.0007223439228362785, 0.058510174714742964, 0.7006396075543415, 0.23992148978768021]"
11,"[0.00014471657318328624, 0.000434149368843634, 0.017801328952746477, 0.7204040033369234, 0.2612158017683071]"
12,"[1.1349706646198246e-5, 0.00023834383957016276, 0.01403958730011173, 0.9669496505829273, 0.018761068570748475]"
13,"[7.538725836158158e-7, 1.5117129176717121e-5, 0.0009046491886287308, 0.9979764760719736, 0.0011030037376375975]"
