Timestep,Probs
1,"[0.1843971631205676, 0.19621749408983474, 0.20330969267139504, 0.20567375886524847, 0.21040189125295533]"
2,"[0.021638886471424833, 0.3494146780918369, 0.472862709956725, 0.11670805362152334, 0.03937567185849031]"
3,"[0.0023239092760523636, 0.8515363737737239, 0.06477226552966621, 0.04221232785003179, 0.039155123570525786]"
4,"[0.22599446075290242, 0.4461343156638269, 0.20140473133422848, 0.10772795644596468, 0.01873853580307911]"
5,"[0.049888905722779944, 0.05630562850674342, 0.8542945971194027, 0.03802670421633067, 0.0014841644347439468]"
6,"[0.0011452868425980529, 0.0037635410509572202, 0.9481339108674666, 0.03763085315424161, 0.009326408084741125]"
7,"[0.005927417557250208, 0.01998896905103461, 0.6149771130558205, 0.2595737690351348, 0.09953273130075639]"
8,"[0.02259858826495007, 0.08757241146315986, 0.49717503796331775, 0.26271166979057603, 0.12994229251799624]"
9,"[0.02336080470544481, 0.1286474818177671, 0.40657965918990296, 0.22224100640601152, 0.21917104788087335]"
10,"[0.038355333676440395, 0.15342376677871267, 0.326036337635858, 0.27122742075634726, 0.21095714115264297]"
11,"[0.033157450445064754, 0.15385341030246338, 0.34783793691239495, 0.20955750504768295, 0.25559369729239334]"
