Timestep,Probs
1,"[0.212871287128713, 0.16584158415841593, 0.25247524752475264, 0.17574257425742584, 0.19306930693069319]"
2,"[0.2801624322384562, 0.21622229398126605, 0.04744717300940563, 0.22209659040816346, 0.23407151036270987]"
3,"[0.5411088003135448, 0.41111411344415927, 0.004904409488469553, 0.020880402923906926, 0.0219922738299188]"
4,"[0.48575568607415937, 0.4207227459540526, 0.08031078682818894, 0.007113493545058308, 0.006097287598538017]"
5,"[0.47612318090928274, 0.46608154336122465, 0.04674651613181911, 0.005222624863025523, 0.005826134734647854]"
6,"[0.177082436177774, 0.8160583443296262, 0.0031170117758244674, 0.0012486376148555115, 0.0024935701019202]"
7,"[0.2913749913384323, 0.7036458310321663, 0.0021710373172345344, 0.0009286810896889383, 0.0018794592224804733]"
8,"[0.18659201031326925, 0.8104452673088033, 0.0014806553666299345, 0.0004935458622873793, 0.0009885211490101447]"
9,"[0.19648240232519867, 0.8002263844946158, 0.0016455870810238489, 0.0005485616578348189, 0.001097064441324722]"
10,"[0.1561773346364892, 0.8280029641719417, 0.009390398044751516, 0.0031344262142035, 0.0032948769326130063]"
11,"[0.21654343763582173, 0.7646476705816494, 0.0122257796486477, 0.0003134815448263072, 0.006269630589051244]"
12,"[0.20239915555256732, 0.7783986905358943, 0.017830571489284797, 0.0004571941407508936, 0.0009143882815017866]"
13,"[0.18128275125193863, 0.7662881222463991, 0.04668842987750501, 0.005194642303061705, 0.0005460543210981663]"
14,"[0.1502777166803376, 0.7893017740855347, 0.058871265565415, 0.0005164145562393731, 0.0010328291124709296]"
15,"[0.41582452380879337, 0.5505961257055588, 0.017934814946329827, 0.0007450288037504017, 0.014899506735571598]"
16,"[0.48305182629934773, 0.5122996287113113, 0.003099064873351147, 0.0001936839584154984, 0.0013557961575754174]"
17,"[0.49785603102806564, 0.5018895119742253, 0.00016757081158688884, 1.2411741774489214e-5, 7.447444434934746e-5]"
18,"[0.48102812267947814, 0.5189572167396364, 9.773689323586919e-6, 8.144716811900942e-7, 4.072419879238332e-6]"
19,"[0.47236633164029823, 0.5276322009308513, 3.825293024284566e-7, 8.961084620172942e-7, 1.8879108691318909e-7]"
20,"[0.04990239584003395, 0.9500952602161854, 2.527782496444114e-7, 2.0739306280960026e-6, 1.7234903453429287e-8]"
21,"[0.00014314093855836074, 0.9998568584875356, 2.3609608243906273e-12, 1.3608042243427017e-11, 5.579354938108293e-10]"
