Timestep,Probs
1,"[0.16586538461538458, 0.21874999999999978, 0.2355769230769228, 0.16826923076923073, 0.21153846153846134]"
2,"[0.18523844571569237, 0.26503993668393516, 0.06016266858484237, 0.21728308922822684, 0.27227585978730323]"
3,"[0.43915465925678593, 0.4746497927268998, 0.029717737186392198, 0.0265748897344515, 0.029902921095470148]"
4,"[0.33953482206071295, 0.39813562519233014, 0.23070185471827265, 0.023255432227325592, 0.008372265801356048]"
5,"[0.5076427179185967, 0.23553824060742884, 0.08518586044414014, 0.16416686909329697, 0.0074663119365375764]"
6,"[0.4877003801672375, 0.4775947046013231, 0.0014456774681707721, 0.03084697676077239, 0.002412261002497584]"
7,"[0.5367528262519669, 0.4282337012911511, 0.0015209036663698507, 0.016767026782815303, 0.016725542007695392]"
8,"[0.391488386367495, 0.5843087170921476, 0.0004246064028754418, 0.0038213530532180094, 0.01995693708426509]"
9,"[0.09681330793232366, 0.8994333443182184, 3.7177271322063234e-6, 0.0006081007588015842, 0.00314152926352265]"
10,"[0.011301298054563152, 0.9754030722777041, 0.00033238944325366743, 0.006315452164558225, 0.00664778805991723]"
11,"[0.010314447477329257, 0.9819510419573746, 3.852297610308988e-5, 0.0003755065407493672, 0.007320481048445692]"
12,"[0.01264742420986452, 0.9772873448593672, 5.269744986270398e-5, 0.0005006436719942755, 0.009511889808906628]"
13,"[0.022632351317141083, 0.964918952416716, 0.011234414346548878, 0.00030335971437790845, 0.0009109222052207565]"
14,"[0.00144396571592869, 0.9792844511108311, 0.018283913450879027, 0.000481172819369182, 0.000506496902988298]"
15,"[0.00030278079296417533, 0.9914343667185302, 0.002656477443905962, 0.005606329297325666, 4.574727290677279e-8]"
16,"[0.0004624787680490804, 0.9984421994376528, 0.0006328595828031915, 0.0004624622114852235, 7.0037524027874414e-15]"
17,"[0.002922643330441562, 0.9969225662411868, 0.00015384581681705697, 4.497205463050492e-7, 4.948910082911354e-7]"
18,"[0.003946397943818666, 0.9960426851809278, 1.0916874994793133e-5, 1.2713547911223616e-13, 1.271572196656763e-13]"
19,"[0.004543731519303613, 0.9954562665649355, 1.9157555409259013e-9, 3.023148737897247e-20, 2.448710033936277e-18]"
20,"[0.0002829415053485428, 0.9997170584946491, 4.738928140025429e-16, 1.025961001769773e-29, 9.232244024163215e-29]"
21,"[1.6602711532250777e-5, 0.9999833972884639, 1.5152733747035363e-25, 4.9992573739854066e-42, 2.656810893562991e-37]"
