Timestep,Probs
1,"[0.21077283372365357, 0.1896955503512882, 0.21779859484777536, 0.21311475409836084, 0.16861826697892285]"
2,"[0.2275837799231441, 0.2499097696167134, 0.04663340984906673, 0.2702554996108406, 0.2056175410002364]"
3,"[0.08460315723687119, 0.0878682929030212, 0.03318622183453753, 0.11642336415847956, 0.6779189638670894]"
4,"[0.051633217066932344, 0.05121252382135182, 0.03692129913091946, 0.08332046904066932, 0.7769124909401263]"
5,"[0.006433705040168326, 0.025611389558546645, 0.04352072086248587, 0.07645599226284343, 0.8479781922759566]"
6,"[0.0004605550769900295, 0.00132223976032987, 0.0072943801966681805, 0.03176731383309329, 0.9591555111329142]"
7,"[5.805033137178743e-5, 6.742157969138897e-5, 0.0022394225437087595, 0.03094735061018261, 0.9666877549350421]"
8,"[4.063481446579456e-5, 3.050282799966605e-6, 0.002542948559706583, 0.026950512119155546, 0.9704628542238717]"
9,"[2.7093155853011614e-6, 1.705039813309886e-7, 0.00014727409866668225, 0.02563569168991384, 0.9742141543918543]"
10,"[0.005463851906651891, 1.1042286057946349e-11, 0.0036425679373112783, 0.2768569196263156, 0.7140366605186773]"
11,"[0.0012450465722116774, 2.3176642131685975e-12, 0.0004151490636473008, 0.8911322224194701, 0.10720758194235266]"
