Timestep,Probs
1,"[0.18000000000000013, 0.21200000000000016, 0.22000000000000017, 0.16800000000000012, 0.22000000000000017]"
2,"[0.1624365528833519, 0.20558375804756002, 0.22081218252562568, 0.180203042447521, 0.23096446409594257]"
3,"[0.20562891299521738, 0.2642139647373746, 0.07464534813725718, 0.4106308541536055, 0.04488091997654527]"
4,"[0.25449638501450345, 0.2724874571365093, 0.03599544412345094, 0.4010244867792816, 0.035996226946252714]"
5,"[0.0007290293644411181, 0.03830717790633103, 0.07515629821347647, 0.8374559020807915, 0.04835159243495728]"
6,"[2.476434053583102e-7, 1.1566521207438441e-7, 0.008772030000244154, 0.9298241467863372, 0.061403459904802775]"
7,"[2.493899276840943e-5, 1.1152494752315553e-10, 1.3859779925363999e-6, 0.9363416376971607, 0.06363203722055281]"
8,"[3.653740252036879e-8, 1.3116501492737681e-18, 1.9203756128274705e-14, 0.9417475402363268, 0.058252423226255935]"
9,"[5.036434872981698e-11, 3.8215488078785356e-28, 2.256892114493285e-22, 0.9414634581104162, 0.05853654183922091]"
10,"[2.1319815973078285e-18, 1.997168092370229e-37, 7.643093782012341e-28, 0.040002999076479986, 0.9599970009235206]"
11,"[2.384646739841931e-12, 1.5091142661959754e-11, 7.94290486147487e-13, 1.1828324665277013e-5, 0.9999881716570642]"
12,"[9.897870338289644e-25, 2.1704805414978093e-21, 2.973266458246741e-24, 2.528418991531006e-12, 0.9999999999974699]"
13,"[1.4659082876338828e-37, 6.770163465946013e-31, 1.4309823410435642e-37, 2.7994996774883863e-16, 1.0000000000000053]"
