Timestep,Probs
1,"[0.18800000000000014, 0.18000000000000013, 0.20800000000000016, 0.21000000000000016, 0.21400000000000016]"
2,"[0.258302561894017, 0.1918819086711351, 0.018450253933228158, 0.22509223879716414, 0.3062730367044555]"
3,"[0.44325266109174843, 0.11277779290445931, 0.019864064101995524, 0.17231553825347673, 0.2517899436483222]"
4,"[0.5714237731664114, 0.28570902070694565, 0.1428521203452598, 5.824847875022717e-6, 9.260933510341672e-6]"
5,"[0.5003377807892165, 0.4995764369755558, 7.61317337664652e-5, 0.0, 9.650501463354847e-6]"
6,"[0.540013981162799, 0.4599860187805488, 5.027648674627198e-12, 0.0, 5.162191385638204e-11]"
7,"[0.5001661976608237, 0.49982423608966453, 6.804081826015668e-8, 0.0, 9.49820869372066e-6]"
8,"[0.5000103579882109, 0.4999887012787888, 1.0271259131200051e-12, 0.0, 9.407319705094419e-7]"
9,"[0.5010006267662204, 0.49899662425914776, 0.0, 0.0, 2.748974632462149e-6]"
10,"[0.9999997833680916, 2.090749848592002e-7, 0.0, 0.0, 7.556927163585484e-9]"
11,"[0.99999999999634, 3.5407061584864122e-12, 0.0, 0.0, 1.279773310296268e-13]"
12,"[0.9999999999999561, 4.3712421746117225e-14, 0.0, 0.0, 2.1673073402804617e-18]"
13,"[1.0000000000000022, 6.66246330537535e-18, 0.0, 0.0, 2.6756880744478394e-20]"
