Timestep,Probs
1,"[0.20800000000000016, 0.19000000000000014, 0.20000000000000015, 0.19800000000000015, 0.20400000000000015]"
2,"[0.2932330719089965, 0.19924812202180234, 0.026315800238622733, 0.1879699347949115, 0.2932330710356667]"
3,"[0.4735980351963063, 0.14299062094580717, 0.02597483493177726, 0.13648578903725375, 0.2209507198888549]"
4,"[0.6999929950630361, 0.19999922604681597, 0.09999782544912292, 4.2237839275371704e-6, 5.729657097605721e-6]"
5,"[0.8000172799667368, 0.19995099758421844, 3.0471055706249987e-5, 6.295352979944795e-7, 6.218580382628394e-7]"
6,"[0.7692307700613203, 0.23076922993673107, 1.9065338771609344e-12, 3.9389210695637527e-14, 4.803562279955891e-16]"
7,"[0.7145770140361727, 0.2792292182084621, 1.7785475263445748e-11, 0.006193766442618613, 1.294962427658691e-9]"
8,"[0.5357153069117281, 0.4642846258859678, 3.6669323059801136e-22, 6.720230369752027e-8, 1.5611480297941823e-15]"
9,"[0.9988737100890417, 0.0011262628625564354, 3.033255107956337e-11, 2.45618791380067e-8, 2.4561879138006873e-9]"
10,"[0.9999888777879941, 1.1117286349104246e-5, 6.2232425538770835e-12, 4.427499672366706e-9, 4.919360770600862e-10]"
11,"[0.999988838462762, 1.1117262985578763e-5, 1.0300837114863487e-16, 3.984682077771627e-8, 4.4274245194294115e-9]"
12,"[0.9998189191562841, 0.00018100875726280446, 3.189969901059935e-21, 7.208632308379483e-8, 1.3564313457851405e-13]"
13,"[0.025592620378644616, 3.833432748521546e-13, 2.062394485570082e-7, 0.974407170866408, 2.515115226304948e-9]"
