Timestep,Probs
1,"[0.21889400921658952, 0.20737327188940063, 0.18202764976958508, 0.22350230414746508, 0.1682027649769584]"
2,"[0.03593531185509972, 0.22685994272549614, 0.03230508475164754, 0.47985436095563344, 0.22504529971212375]"
3,"[0.01793353284332045, 0.4435250847456193, 0.027801486419860105, 0.18923252564737228, 0.3215073703438284]"
4,"[0.021937508872925237, 0.47050270037936187, 0.016893297712316565, 0.07085080658773228, 0.41981568644766476]"
5,"[0.005546532753199414, 0.2479663670031701, 0.005321659980982604, 0.017631115669943104, 0.7235343245927038]"
6,"[0.01310445954806347, 0.19875527735088122, 0.003744133206502534, 0.02667698409415743, 0.7577191458003975]"
7,"[0.017479712199818295, 0.19390614265866904, 0.003941558872836854, 0.0874844156392811, 0.6971881706293924]"
8,"[0.01609074520407336, 0.2384203841550549, 0.005372532462965275, 0.022008657448127553, 0.7181076807297797]"
9,"[0.006710921750648346, 0.2572842414907847, 0.0003473364034402012, 0.02080212760876036, 0.7148553727463667]"
10,"[0.008124783590451082, 0.2850674589853137, 2.254931220630223e-5, 0.017697631909676558, 0.6890875762023556]"
11,"[0.121439392493314, 0.17082966844356087, 1.393165626568916e-6, 0.019983373261934275, 0.6877461726355659]"
12,"[0.04182789972265646, 0.1078507787373743, 0.015283228323556029, 0.10861210282027248, 0.7264259903961391]"
13,"[0.1347912396511786, 0.06476940871468072, 0.02050032501018538, 0.1347397920630255, 0.6451992345609301]"
14,"[0.2543808492311306, 0.07992639580756383, 0.020434192956524103, 0.011004612675940514, 0.6342539493288412]"
15,"[0.7795158533934008, 0.015855891059994187, 0.06655901484046034, 0.01924180096913909, 0.11882743973700449]"
16,"[0.9263764302764408, 3.2242523964952753e-9, 0.07361935719415176, 4.208568707236553e-6, 7.364535405150836e-10]"
17,"[0.9179224343455811, 6.726275390927389e-16, 0.08207756564479167, 9.628642427341174e-12, 2.239277533248892e-17]"
18,"[0.36616461012325624, 3.124706935173089e-22, 0.6338353898767426, 2.4695345872109655e-20, 1.04042749261944e-26]"
19,"[0.007260580494838393, 2.7798789125211916e-10, 0.9927394191955586, 1.131731599293273e-11, 2.0302254143208625e-11]"
