Timestep,Probs
1,"[0.21957671957671954, 0.19047619047619044, 0.21957671957671954, 0.1772486772486772, 0.19312169312169308]"
2,"[0.29758205972398766, 0.2647238771264213, 0.050837539482069795, 0.2244262458328444, 0.16243027783467728]"
3,"[0.1608917822819365, 0.20241801396520906, 0.042316054457560336, 0.3884975581209546, 0.20587659117433876]"
4,"[0.18627792278808022, 0.15890338238960458, 0.03390476291439265, 0.42973447141203874, 0.19117946049588344]"
5,"[0.0475938081099597, 0.03493399793501978, 0.026975795317638603, 0.6192533387062619, 0.2712430599311204]"
6,"[0.005624892541120389, 0.009504401084020973, 0.014758592475559586, 0.6557367318944591, 0.3143753820048405]"
7,"[0.0003611973073481533, 1.2237537351368909e-8, 0.001818716502385474, 0.6695625265397807, 0.32825754741295143]"
8,"[0.0005958673275450263, 1.9222862867417727e-14, 0.0019200180657455562, 0.5845469492370825, 0.41293716536961084]"
9,"[9.540751470067995e-5, 6.4350734985338585e-22, 0.00021203124094663325, 0.55140589174905, 0.4482866694953011]"
10,"[4.012730237163427e-10, 1.1179204521897685e-33, 2.6360070793636952e-5, 0.9174314371728949, 0.08254220235503938]"
11,"[6.879557652494589e-10, 9.293815400308394e-13, 1.6739035631323738e-11, 0.9999955471591567, 4.452135224710623e-6]"
