Timestep,Probs
1,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
2,"[0.9382644568798694, 0.04665575096028576, 0.015079792159844937]"
3,"[0.960420014448047, 0.039331900112915985, 0.0002480854390370742]"
4,"[0.9605453964742608, 0.039450615753892096, 3.987771847089624e-6]"
5,"[0.9605544069576134, 0.03944552895746975, 6.408491687685573e-8]"
6,"[0.9605542255496039, 0.0394457734179278, 1.0324682887942584e-9]"
7,"[0.9605542377304392, 0.03944576225382774, 1.5733036174016158e-11]"
8,"[0.9994916373764651, 0.0005083626232827378, 2.5222497398692726e-13]"
9,"[0.9998991054431458, 0.0001008945568514677, 2.795471668258165e-15]"
10,"[0.9955812389417631, 0.004418761058198159, 3.879333163206553e-14]"
11,"[0.9587740205617324, 0.04122597943791482, 3.5278448658076016e-13]"
12,"[0.9992424468367889, 0.0007575531632070407, 4.061614553429183e-15]"
13,"[0.9742826100032255, 0.02571738999677055, 3.959902886846853e-15]"
14,"[0.9995865772735426, 0.00041342272645331714, 4.0626576662070756e-15]"
15,"[0.9998112654996499, 0.00018873450034597334, 4.063575123439475e-15]"
16,"[0.9960562673007667, 0.003943732698995642, 2.377180756125628e-13]"
17,"[0.7961510854338638, 0.20384891455367407, 1.2462056185251707e-11]"
18,"[0.04786446679201167, 0.9521355331881604, 1.9828062446031778e-11]"
19,"[0.006342098415264565, 0.9936579015642617, 2.0473750798585966e-11]"
20,"[0.006342098415264565, 0.9936579015642617, 2.0473750798585966e-11]"
21,"[0.006342839813656889, 0.9936571601658137, 2.0529341509287158e-11]"
22,"[0.006342808305745683, 0.9936571916737275, 2.0526812691784682e-11]"
23,"[9.680675335093318e-5, 0.9999031932259931, 2.0655952483383876e-11]"
24,"[1.5541527805820945e-6, 0.9999984458265615, 2.0657915349105427e-11]"
25,"[2.5168228776010294e-8, 0.9999999748111134, 2.0657947164279918e-11]"
26,"[3.4040096379220054e-10, 0.999999999638941, 2.06579476665695e-11]"
27,"[4.566933751582388e-11, 0.9999999999336727, 2.0657947673148555e-11]"
28,"[7.060457260680691e-13, 0.999999999978636, 2.0657946112338013e-11]"
29,"[9.03875482763366e-15, 0.9999999999997256, 2.654132878616004e-13]"
30,"[1.2873196034857693e-15, 0.9999999999999668, 3.186514149685832e-14]"
