Timestep,Probs
1,"[0.21457489878542527, 0.20242914979757098, 0.21052631578947384, 0.18218623481781385, 0.1902834008097167]"
2,"[0.2057027319358222, 0.22810586752391976, 0.20570259397247215, 0.15682286887235025, 0.20366593769543506]"
3,"[0.13798634548714933, 0.10896878140491735, 0.11345294956046684, 0.36013428570274003, 0.2794576378447269]"
4,"[0.12569957182358812, 0.10614613231130036, 0.09776537900470879, 0.4469256981988655, 0.22346321866153776]"
5,"[0.19286262901689746, 0.20872038536522197, 0.1423178477650185, 0.31982132837740446, 0.13627780947545676]"
6,"[0.12969700202134368, 0.4948501038401067, 0.10240203889648475, 0.16383916001599957, 0.10921169522606589]"
7,"[0.036567506533144764, 0.8322071176506286, 0.061700480770239145, 0.03295647531703807, 0.036568419728948746]"
8,"[0.08331628093567406, 0.7220318634638468, 0.09727873137608416, 0.04879084031188308, 0.04858228391251284]"
9,"[0.037802480787649195, 0.8312487154571471, 0.06218749801083505, 0.014821502180870572, 0.05393980356349836]"
10,"[0.04544807746721161, 0.7727541083260797, 0.1258542624988508, 0.010489906408406472, 0.04545364529945309]"
11,"[0.12085929107864223, 0.5007394636949725, 0.339191645417738, 0.00404770365057934, 0.035161896158066655]"
12,"[0.05872620163468381, 0.16138561428692189, 0.7627743546578826, 0.0024446144055132657, 0.01466921501500035]"
13,"[0.015220056242699176, 0.053190922738275574, 0.9270037376709478, 3.3228362543756905e-5, 0.004552054985535056]"
