Timestep,Probs
1,"[0.21808510638297843, 0.1702127659574467, 0.17819148936170198, 0.2393617021276592, 0.19414893617021256]"
2,"[0.22754493589002195, 0.19375510851988925, 0.15611656481091846, 0.2331052341338271, 0.18947815664534476]"
3,"[0.4573915267409982, 0.3929154581117214, 0.04614048128286333, 0.057711367857070275, 0.04584116600734732]"
4,"[0.5210502644419798, 0.4554366284583591, 0.018951732842750976, 0.0028069999773363053, 0.0017543742795768117]"
5,"[0.5272910073747635, 0.46948312322248065, 0.002634144433210134, 0.0002991225422989597, 0.00029260242724575894]"
6,"[0.5374535456579724, 0.4619686689389437, 0.0004193603604676059, 4.659559562921968e-5, 0.00011182944698717171]"
7,"[0.5392771863489791, 0.45931278422300875, 0.0012206196277322208, 4.059061278422037e-5, 0.00014881918749625058]"
8,"[0.5223069999921726, 0.4761152604172673, 2.240230570921947e-6, 0.0010505663443143448, 0.0005249330156772611]"
9,"[0.5372560871137326, 0.4624946630216583, 1.9324847044564285e-11, 0.0001661665692952371, 8.308327598878417e-5]"
10,"[0.5166514517120346, 0.483221527819401, 5.110783234985362e-19, 2.3094630648324435e-5, 0.00010392583791745732]"
11,"[0.9127239145693217, 0.08726958908666575, 1.1132135791756047e-9, 1.3565209735475848e-11, 6.495217235315589e-6]"
12,"[0.988923392697665, 0.01107660728410482, 4.294223689667621e-19, 7.173826727015797e-23, 1.823234192188523e-11]"
13,"[0.9987374730506348, 0.0012625269493322427, 1.917100537061898e-29, 3.172275029849765e-34, 3.466309782042475e-14]"
