Timestep,Probs
1,"[0.22400000000000017, 0.19400000000000014, 0.21000000000000016, 0.19600000000000015, 0.17600000000000013]"
2,"[0.2866448577278199, 0.2377850060328011, 0.061889342554205605, 0.2377850024763309, 0.1758957912088425]"
3,"[0.49946614240762166, 0.4245403216041856, 0.031304174070101845, 0.03178099310721234, 0.012908368810879483]"
4,"[0.3599997709969868, 0.3999993114008502, 0.12000027057584894, 0.08000038642142336, 0.0400002606048903]"
5,"[0.001239897055235701, 0.003936216746380638, 0.0004699034680215417, 0.9929919521820284, 0.0013620305483331425]"
6,"[0.14384746991043787, 0.0, 2.6415206424272874e-7, 0.8561522659374987, 0.0]"
7,"[0.0021210491669519495, 0.0, 5.467287502472618e-11, 0.9978789507783706, 0.0]"
8,"[2.6986960123789024e-6, 0.0, 1.3458147944602592e-19, 0.9999973013039863, 0.0]"
9,"[4.9621731320612e-6, 0.0, 1.7879751988872475e-12, 0.999995037825082, 0.0]"
10,"[3.0580454481659363e-13, 0.0, 8.220360002380162e-20, 0.9999999999996962, 0.0]"
11,"[8.905520507393665e-7, 0.0, 8.378583041340675e-13, 0.9999991094471031, 0.0]"
12,"[3.3704367629353897e-13, 0.0, 5.9668630373819645e-25, 0.9999999999996636, 0.0]"
13,"[1.9660888754184358e-9, 0.0, 1.4972880019941045e-13, 0.9999999980337747, 0.0]"
14,"[5.0186907553687695e-5, 0.0, 3.078951383661807e-7, 0.9999495051973148, 0.0]"
15,"[6.847152296779437e-8, 0.0, 5.214494171639153e-12, 0.9999999315232693, 0.0]"
16,"[1.193625183475873e-9, 0.0, 1.3864298552550842e-17, 0.9999999988063799, 0.0]"
17,"[0.05546050510281347, 0.0, 6.441890536041055e-10, 0.9445394942529998, 0.0]"
18,"[0.13288759721634896, 0.0, 1.1025189919535661e-10, 0.8671124026734016, 0.0]"
19,"[0.7302743094885377, 0.0, 2.92494668072055e-10, 0.26972569021896897, 0.0]"
20,"[0.21095146274998516, 0.0, 1.1213061914621372e-9, 0.7890485361287068, 0.0]"
21,"[0.9194052852286003, 0.0, 1.6476411890879925e-8, 0.08059469829498644, 0.0]"
