Timestep,Probs
1,"[0.18644067796610153, 0.18401937046004826, 0.24939467312348645, 0.20581113801452766, 0.1743341404358352]"
2,"[0.20363810760022544, 0.2508835354234201, 0.08417052365926112, 0.28292105803616646, 0.1783867752809262]"
3,"[0.19140184006248248, 0.3164596169541559, 0.0496946418499567, 0.2392772787268348, 0.20316662240656846]"
4,"[0.2003511314202056, 0.3117038332646446, 0.01665698385347298, 0.24381572964721435, 0.22747232181446417]"
5,"[0.3501888817759543, 0.5582056609514056, 0.012221174408998808, 0.03119279194465037, 0.0481914909189902]"
6,"[0.5130927197063828, 0.4555636454050615, 0.027829522026268334, 0.0014092841516560317, 0.0021048287106321954]"
7,"[0.4943647845908169, 0.45665381308600844, 0.04449885371149252, 0.001518461525625751, 0.002964087086056362]"
8,"[0.5173411027306574, 0.4394699537499769, 0.042310612822944994, 0.0007319417644008104, 0.00014638893201767263]"
9,"[0.5584323453449956, 0.4390066314135588, 0.002510790694136322, 4.019185321706443e-5, 1.0040694092739686e-5]"
10,"[0.522510508400698, 0.47709552980438324, 0.0003793951368190077, 1.3904537531489823e-5, 6.621205703782665e-7]"
11,"[0.5049202927510688, 0.49504108728774443, 2.3317241112349013e-5, 1.5260564154804503e-5, 4.215591733558411e-8]"
12,"[0.9526561017287173, 0.04733654047463729, 5.630474545915246e-6, 1.7273082825820636e-6, 1.3817989176393053e-11]"
13,"[0.9986290131971975, 0.00047770448215331924, 0.0005955215479646936, 0.00029775544984080596, 5.3228482703623895e-9]"
