Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.17365493613729827, 0.19818827526089136, 0.20117657557450755, 0.22793473331316857, 0.19904547971413433]"
3,"[0.15838287060518638, 0.1609881164385802, 0.2037119237130951, 0.22891932898732675, 0.24799776025581152]"
4,"[0.14017282840272885, 0.16045197707723335, 0.20220877211679897, 0.217228641724473, 0.27993778067876585]"
5,"[0.1856212504911777, 0.17016205420155986, 0.20718198063640234, 0.21480453321410797, 0.22223018145675194]"
6,"[0.1883238852783251, 0.16787698306785528, 0.21830009278538529, 0.2284215277073172, 0.1970775111611171]"
7,"[0.2465983667515451, 0.1926641486107617, 0.17156776659005774, 0.22373242317044448, 0.16543729487719108]"
8,"[0.19439801862480596, 0.17290572445251995, 0.21163731038166897, 0.2342146138251236, 0.18684433271588152]"
9,"[0.19351912224600235, 0.1711475066854385, 0.2023970771254505, 0.21953597049550133, 0.21340032344760715]"
10,"[0.14442596824360326, 0.16109801612121258, 0.19701086568442724, 0.2219168220129037, 0.2755483279378534]"
11,"[0.12792188368069782, 0.13766432867925743, 0.16139315068228247, 0.16838197072730177, 0.4046386662304605]"
12,"[0.11037668941067429, 0.08843073503903034, 0.13612604831558184, 0.1438369725409504, 0.5212295546937632]"
13,"[0.052994441683459924, 0.04332554437981333, 0.05669998119650064, 0.0648216497381177, 0.7821583830021084]"
14,"[0.019532468810412287, 0.016845793979508816, 0.0234034266759531, 0.02532746496853247, 0.9148908455655933]"
15,"[0.006502371174170034, 0.00561498731316561, 0.007679989682244883, 0.007856773857179259, 0.9723458779732402]"
