Timestep,Probs
1,"[0.16803278688524598, 0.24180327868852475, 0.2254098360655739, 0.1762295081967214, 0.18852459016393452]"
2,"[0.1227540147712538, 0.194611282502368, 0.26946168486245486, 0.19760442464297667, 0.21556859322094674]"
3,"[0.1648366964761104, 0.22401989075106754, 0.1519175240656547, 0.3698537434616649, 0.0893721452455016]"
4,"[0.17109185126593512, 0.2123896123934695, 0.06637293919153851, 0.48377355893189955, 0.06637203821715701]"
5,"[0.0644035893614639, 0.09044778984216702, 0.02396073088712126, 0.7653220146560666, 0.055865875253180736]"
6,"[0.018496819642801136, 0.0323623004180544, 0.012325892732380732, 0.9121589907247369, 0.02465599648202598]"
7,"[1.725492141301306e-10, 9.620008051688733e-9, 0.001272717473247227, 0.9634261662621559, 0.03530110647204393]"
8,"[6.777268722947392e-20, 3.4270889237292806e-14, 0.0006049435213045899, 0.9703577540155488, 0.029037302463113753]"
9,"[2.3307924245880547e-13, 1.2850976545184202e-10, 1.6041194035184199e-12, 0.9701491516189021, 0.029850848250750985]"
10,"[5.861334743988623e-23, 1.5531903033535478e-17, 1.9198566624528195e-19, 0.884893787639165, 0.11510621236083697]"
11,"[5.636207616821972e-12, 4.492005076106536e-10, 6.106997419705751e-12, 0.8385528907522375, 0.16144710878682453]"
12,"[6.2745926219672786e-21, 6.962323764732922e-21, 9.656482533566521e-24, 0.5619434762447479, 0.4380565237552512]"
13,"[2.503886139991413e-13, 4.213960682487017e-14, 2.3623128376510505e-14, 0.22443886876907077, 0.775561131230612]"
