Timestep,Probs
1,"[0.2057613168724281, 0.21399176954732524, 0.1934156378600824, 0.18518518518518526, 0.20164609053497953]"
2,"[0.3187997229892589, 0.25340697815554947, 0.06812014624603772, 0.17983639387901912, 0.1798367587301352]"
3,"[0.36974180628378933, 0.30701208605256963, 0.07366404447139244, 0.18494433820611675, 0.06463772498613374]"
4,"[0.33971992097336295, 0.33971959891717607, 0.08767076992536588, 0.19179325865778996, 0.04109645152630512]"
5,"[0.37763243745321656, 0.3621769420237548, 0.07292821679204527, 0.1509019023819243, 0.036360501349059215]"
6,"[0.3281758524431599, 0.37883249621583615, 0.08675637246056114, 0.17039566255500302, 0.03583961632543955]"
7,"[0.16731254825734398, 0.316075243146687, 0.15771195942187888, 0.3477225398900733, 0.011177709284017553]"
8,"[0.07386306012399373, 0.3579338942561898, 0.06534581354687787, 0.488651767129987, 0.014205464942951143]"
9,"[0.028153160444515008, 0.35468176923562805, 0.0187967071376651, 0.5843155260612451, 0.014052837120945629]"
10,"[0.012089865068954174, 0.3583763012346611, 0.02072542045904871, 0.5949912714067408, 0.01381714183059663]"
11,"[0.004323023675508413, 0.42784332204027503, 0.002888129413575958, 0.5476558728695464, 0.01728965200109626]"
12,"[0.0007091191974058727, 0.4854630541916519, 0.0007086871394536102, 0.5102825986451661, 0.0028365408263198773]"
13,"[6.600041215441636e-7, 0.46381926180341126, 1.1240311243460564e-10, 0.5361742429797189, 5.8351003448602905e-6]"
