Timestep,Probs
1,"[0.21613832853025913, 0.18443804034582115, 0.19020172910662805, 0.21037463976945223, 0.1988472622478384]"
2,"[0.24417279341399198, 0.24417216631190078, 0.21386930299758708, 0.21853148027502564, 0.07925425700149308]"
3,"[0.10107106964944904, 0.6627015868591958, 0.07950217852863035, 0.07606439197534802, 0.08066077298737573]"
4,"[0.3089564120905191, 0.2818370724428611, 0.26768289139200785, 0.06721759883060995, 0.07430602524400157]"
5,"[0.5139647852350596, 0.10427119623172099, 0.3266082693147509, 0.040229488292622, 0.014926260925846589]"
6,"[0.5886164333374071, 0.00922751361915035, 0.3617818680835337, 0.03229561697946101, 0.00807856798045033]"
7,"[0.15906262213466454, 0.030085057231525242, 0.7559811004368451, 0.040444387240654765, 0.0144268329563115]"
8,"[0.004188793776540306, 0.0380997441376167, 0.9493467621725107, 0.006504910331999595, 0.0018597895813341125]"
9,"[8.908544491913156e-6, 0.03243888337917363, 0.9665090376808844, 0.0008028611828377869, 0.0002403092126150061]"
10,"[2.742366749539631e-12, 0.03773046075587962, 0.9621401299058454, 0.00010351335678835262, 2.5895978745106526e-5]"
11,"[9.3716586530928e-6, 0.0409372394858596, 0.9586743181787064, 0.00037905712468697355, 1.3552101550567987e-8]"
