0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000111e-01,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,5.000000000000000000e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000111e-01,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.300000000000000155e-01,3.300000000000000155e-01,0.000000000000000000e+00,3.300000000000000155e-01,0.000000000000000000e+00,3.300000000000000155e-01,5.000000000000000000e-01,3.300000000000000155e-01,3.300000000000000155e-01,3.300000000000000155e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,3.300000000000000155e-01,3.300000000000000155e-01,0.000000000000000000e+00,3.300000000000000155e-01
0.000000000000000000e+00,3.300000000000000155e-01,3.300000000000000155e-01,1.000000000000000000e+00,3.300000000000000155e-01,0.000000000000000000e+00,3.300000000000000155e-01,5.000000000000000000e-01,3.300000000000000155e-01,3.300000000000000155e-01,3.300000000000000155e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,3.300000000000000155e-01,3.300000000000000155e-01,0.000000000000000000e+00,3.300000000000000155e-01
1.000000000000000000e+00,3.300000000000000155e-01,3.300000000000000155e-01,0.000000000000000000e+00,3.300000000000000155e-01,1.000000000000000000e+00,3.300000000000000155e-01,0.000000000000000000e+00,3.300000000000000155e-01,3.300000000000000155e-01,3.300000000000000155e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,3.300000000000000155e-01,3.300000000000000155e-01,1.000000000000000000e+00,3.300000000000000155e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
