Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.22854994767942552, 0.21360593530911934, 0.14301673582698934, 0.1792398942628787, 0.23558748692158715]"
3,"[0.2644047474359967, 0.17870210343542983, 0.11161211641073528, 0.17606271751845395, 0.26921831519938433]"
4,"[0.28489933374033305, 0.21749356165682013, 0.0745604712328107, 0.15785350763792313, 0.2651931257321129]"
5,"[0.3325522365124618, 0.22469940241685377, 0.09017252681967611, 0.16892294195465732, 0.18365289229635104]"
6,"[0.29833217520226885, 0.20596159498873584, 0.07416585369902264, 0.14612050981742547, 0.27541986629254717]"
7,"[0.2818293047797341, 0.16165293349606946, 0.10570808635095634, 0.15682550223814787, 0.29398417313509223]"
8,"[0.12122071036365709, 0.08198020316726477, 0.09564997109343322, 0.26364874676682487, 0.43750036860882]"
9,"[0.02670533468059604, 0.01907405800371352, 0.027631966877608407, 0.3466822015315927, 0.5799064389064894]"
10,"[0.01640399418816617, 0.007804324341406156, 0.01957051593505577, 0.3784359912851777, 0.5777851742501943]"
11,"[0.0016883625904880988, 0.000942097487803142, 0.0018818027230606083, 0.39709154821196163, 0.5983961889866866]"
12,"[0.00047628602928257726, 0.00032536296113836453, 0.0007338995601900193, 0.7816962809971157, 0.21676817045227337]"
13,"[8.207854125603074e-5, 6.118923417648139e-5, 0.00010045244840161153, 0.9710773958904734, 0.028678883885692463]"
