Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.23695372181015426, 0.255630189620832, 0.11324432236992424, 0.1941644446989137, 0.20000732150017583]"
3,"[0.27455323246501767, 0.2185062491849343, 0.09382924624321828, 0.17672291340239366, 0.23638835870443614]"
4,"[0.3120350108769757, 0.27026053351057383, 0.05380931199665065, 0.12490383226143575, 0.238991311354364]"
5,"[0.35252427237557665, 0.3207433533573021, 0.052252971496144954, 0.1283898097724524, 0.1460895929985238]"
6,"[0.32382046932142405, 0.27596783480446374, 0.05016280583200075, 0.11613453901192622, 0.2339143510301853]"
7,"[0.2869633229467824, 0.21056185722283136, 0.08513439084321738, 0.1628418227278345, 0.25449860625933435]"
8,"[0.16514195205409668, 0.12172262217493203, 0.08461370708500701, 0.2767732906609971, 0.3517484280249672]"
9,"[0.05100185573131343, 0.03626344019792394, 0.03010365279801835, 0.3888361694183279, 0.49379488185441633]"
10,"[0.027744438143992925, 0.013210321871930475, 0.018766369446859686, 0.43714666100673116, 0.5031322095304858]"
11,"[0.0027603808992344367, 0.0014938379649157157, 0.0017620831029403906, 0.4694469425897252, 0.5245367554431842]"
12,"[0.0006600030782669848, 0.0005797589631404711, 0.0006947897025107966, 0.828314394812356, 0.1697510534437258]"
13,"[9.28542028793498e-5, 7.395613131464459e-5, 0.00010014966156880159, 0.9782689425351574, 0.021464097469079752]"
