Timestep,Probs
1,"[0.319148936170213, 0.3404255319148939, 0.3404255319148939]"
2,"[0.31343485349347977, 0.34328257325325995, 0.34328257325325995]"
3,"[0.33070604169886364, 0.31496341613983003, 0.354330542161306]"
4,"[0.33333534740550513, 0.29729705267122514, 0.3693675999232694]"
5,"[0.3300001017833244, 0.30000100658270773, 0.3699988916339679]"
6,"[0.3404242402424569, 0.2978716577962553, 0.36170410196128805]"
7,"[0.34146600835347374, 0.30487714921260417, 0.3536568424339217]"
8,"[0.3134337337931759, 0.3134337321136217, 0.37313253409320274]"
9,"[0.023134042619961707, 0.464014694768368, 0.5128512626116698]"
10,"[0.0012768674199255862, 0.46094914149796945, 0.5377739910821044]"
11,"[6.253166819796673e-5, 0.4571194739567539, 0.5428179943750485]"
12,"[0.0004110076675838093, 0.47636574751684013, 0.5232232448155759]"
13,"[2.3878834878470008e-5, 0.47412872829661146, 0.5258473928685089]"
14,"[1.3884709680148337e-6, 0.45714505303004, 0.5428535584989912]"
15,"[8.432045767301682e-8, 0.4505525348266959, 0.5494473808528468]"
16,"[4.984915719457339e-9, 0.41983793920301926, 0.5801620558120641]"
17,"[1.313180792979308e-21, 0.41891777893582177, 0.5810822210641775]"
18,"[8.043270439857218e-53, 0.4307662131840719, 0.5692337868159272]"
19,"[1.3391468274448102e-137, 0.4137974909778924, 0.5862025090221079]"
20,"[8.487529459700219e-158, 0.41203623677876733, 0.5879637632212326]"
21,"[1.5702160232819013e-181, 0.4186463958617696, 0.5813536041382289]"
22,"[1.1210863671015644e-215, 0.46138765189888875, 0.5386123481011121]"
23,"[3.342505270857302e-267, 0.4445427879884741, 0.5554572120115266]"
24,"[7.418307736078001e-39, 0.44533421533618145, 0.5546657846638191]"
25,"[1.3034065181607437e-102, 0.4414300799859763, 0.5585699200140231]"
26,"[4.937636610096057e-149, 0.4471714305821127, 0.5528285694178873]"
27,"[6.567076545979566e-169, 0.47311357699858797, 0.5268864230014123]"
28,"[8.984227002257176e-189, 0.48750643881070543, 0.5124935611892943]"
29,"[4.5615849523889694e-219, 0.4999952085638899, 0.5000047914361095]"
30,"[2.251764208400414e-249, 0.523814593040908, 0.47618540695909267]"
31,"[1.105691768396782e-279, 0.526315481593849, 0.4736845184061509]"
32,"[5.835111e-317, 0.5370365756016603, 0.46296342439834]"
33,"[0.0, 0.5199999999099414, 0.4800000000900575]"
34,"[0.0, 0.5111109454530066, 0.4888890545469956]"
35,"[0.0, 0.5111111110555375, 0.48888888894446114]"
36,"[0.0, 0.5249601871666526, 0.47503981283334756]"
37,"[0.0, 0.5526218058091016, 0.4473781941908977]"
38,"[0.0, 0.5483860455791437, 0.4516139544208571]"
39,"[9.691229410647888e-42, 0.5254257043204854, 0.4745742956795146]"
40,"[2.876992422464327e-63, 0.5327065306058638, 0.4672934693941366]"
41,"[8.455778865927234e-85, 0.551023128593986, 0.44897687140601306]"
42,"[8.407944619366459e-110, 0.5168593969862143, 0.48314060301378636]"
43,"[3.356505668410837e-145, 0.5526253086556117, 0.44737469134438884]"
44,"[5.277887624696454e-198, 0.5571438817028534, 0.442856118297147]"
45,"[3.4442386537179153e-268, 0.5454591656393442, 0.45454083436065523]"
46,"[0.0, 0.540985681756143, 0.4590143182438564]"
47,"[0.0, 0.5689589362772938, 0.4310410637227052]"
48,"[0.0, 0.0541262277842644, 0.9458737722157347]"
49,"[1.2914015512499455e-194, 2.739362816961223e-25, 0.9999999999999974]"
50,"[0.0, 9.74908850830425e-48, 1.0000000000000013]"
51,"[0.0, 1.1224811557263317e-66, 0.9999999999999982]"
52,"[0.0, 3.825590325857182e-89, 1.000000000000001]"
53,"[0.0, 3.847081158089419e-114, 1.0000000000000016]"
