Timestep,Probs
1,"[0.18884120171673832, 0.17167381974248938, 0.1845493562231761, 0.22746781115879844, 0.22746781115879844]"
2,"[0.18410062720276282, 0.1673637103040581, 0.17782435816020298, 0.20292917539291577, 0.26778212894005976]"
3,"[0.12776508316559704, 0.19295377631423202, 0.116947628074564, 0.402842625933691, 0.15949088651191543]"
4,"[0.10223654218332341, 0.22683655585023035, 0.0543144908151616, 0.47284151401776797, 0.14377089713351612]"
5,"[0.044208158953475865, 0.15864779775358892, 0.017626341990360082, 0.5861293574080044, 0.1933883438945712]"
6,"[0.020202023788985047, 0.05455013752446761, 2.5109928753977238e-6, 0.6909081950735981, 0.2343371326200734]"
7,"[0.006004504032575178, 0.025268539322715892, 2.2589670596363183e-10, 0.7214269456495431, 0.2473000107692667]"
8,"[0.0032635996674945803, 0.01762544812222182, 1.555887931384342e-20, 0.7878540997247282, 0.19125685248555535]"
9,"[6.510411835065044e-7, 0.012821027257778877, 4.3861848112188034e-13, 0.7905972150894796, 0.19658110661112319]"
10,"[6.618075693098613e-14, 0.03738280144812907, 3.0961575525891635e-21, 0.5140218582611749, 0.4485953402906292]"
11,"[0.0, 0.057655720360747724, 2.498591087977087e-12, 0.19440109892258417, 0.7479431807141709]"
12,"[0.0, 0.009739078984100126, 1.6015442390085695e-23, 0.0555126828465547, 0.9347482381693458]"
13,"[0.0, 0.0010102993349345364, 1.3205650401369012e-13, 0.0010437010355063032, 0.9979459996294245]"
