Timestep,Probs
1,"[0.2295719844357973, 0.16342412451361854, 0.23346303501945487, 0.16731517509727611, 0.20622568093385185]"
2,"[0.31855903270571834, 0.16343443661027307, 0.18282598502920744, 0.09141394862879712, 0.24376659702600434]"
3,"[0.20979724746216205, 0.18212854714128485, 0.2067376301666805, 0.09111985705101665, 0.31021671817885577]"
4,"[0.26645241060631397, 0.2343490507463994, 0.15088273958179652, 0.06902176946409762, 0.2792940296013916]"
5,"[0.1725105555082898, 0.21323040665285758, 0.20076477022299935, 0.07303400461974896, 0.34046026299610527]"
6,"[0.0830201849752424, 0.16415165200413742, 0.1792457217614737, 0.10566062186969474, 0.46792181938945276]"
7,"[0.06013285273372983, 0.240841727205452, 0.14330581199970502, 0.08245063595717264, 0.47326897210393964]"
8,"[0.04665804627707924, 0.2847902259240062, 0.13113145396254083, 0.09618635212347151, 0.4412339217129019]"
9,"[0.05225117431666323, 0.32086870105071, 0.16617744019762948, 0.07934372162871664, 0.3813589628062813]"
10,"[0.0862305844580531, 0.3477040675015326, 0.09874889488739161, 0.08344985010880028, 0.38386660304422215]"
11,"[0.05538166896364849, 0.24973313658625204, 0.1356771725739367, 0.054972887556095786, 0.5042351343200654]"
12,"[0.022220654452627546, 0.18024710967150281, 0.2839302023739874, 0.04943670802481087, 0.46416532547707284]"
13,"[0.008528148136765544, 0.2663929921857761, 0.3922044947753675, 0.04905542902553031, 0.2838189358765608]"
14,"[0.0036275502522876302, 0.28899617732408645, 0.3784761433348367, 0.05320503192282502, 0.2756950971659628]"
15,"[2.825359614035185e-5, 0.11530571756563235, 0.1651806742192977, 0.13989793511944865, 0.5795874194994811]"
16,"[1.1703260105041291e-8, 0.035722520441975006, 0.04192656932842001, 0.19254364684213776, 0.729807251684207]"
17,"[8.389440757303226e-18, 0.008761100230269278, 0.01053399356148123, 0.20996690987952613, 0.7707379963287229]"
18,"[1.6853142810272888e-12, 1.6625089456954021e-12, 8.501829011731745e-12, 0.0782682963985562, 0.9217317035895942]"
19,"[9.369129481698252e-22, 9.356136827802944e-22, 1.9984462213603275e-21, 0.024213661669627084, 0.9757863383303734]"
