Timestep,Probs
1,"[0.15876777251184818, 0.20616113744075806, 0.2274881516587675, 0.21563981042654004, 0.1919431279620851]"
2,"[0.21008918351134906, 0.2347934605069928, 0.02449681672586606, 0.2922980508347116, 0.23832248842108067]"
3,"[0.26604521355642263, 0.3234422113455718, 0.025985596577759586, 0.3549217137066001, 0.02960526481364776]"
4,"[0.20588972256210156, 0.39573023634368765, 0.043445178470382276, 0.3259937252940913, 0.02894113732973825]"
5,"[0.31065936628341045, 0.4448139830119336, 0.02955054928248345, 0.20542766286866238, 0.00954843855350809]"
6,"[0.17512042138576375, 0.5630163142541503, 0.14852459368294538, 0.08142256088977491, 0.03191610978736775]"
7,"[0.0344589738016394, 0.4377544093391815, 0.2621923363023482, 0.2000241054793977, 0.06557017507743285]"
8,"[0.0011910415142019075, 0.09861654181739887, 0.059277874607480505, 0.6765941173955439, 0.16432042466537575]"
9,"[1.0444594958099485e-5, 0.005970912090665496, 0.0020016220935698014, 0.7999764018267613, 0.1920406193940412]"
10,"[1.0144998328735044e-10, 0.004946189050268882, 0.0013994199333499408, 0.8189809782420617, 0.17467341267286685]"
11,"[2.8231370517263126e-17, 0.005851482232056368, 8.175408697590516e-5, 0.8077924534829787, 0.18627431019798948]"
12,"[1.600234682040054e-29, 0.0004437161232608562, 2.5700412985641603e-5, 0.9880451782395917, 0.011485405224160632]"
13,"[1.6134392403606755e-13, 0.0006621159893165206, 0.00026484637998517744, 0.9989367369855792, 0.00013630064494979337]"
