Timestep,Probs
1,"[0.21428571428571397, 0.21428571428571397, 0.1944444444444442, 0.1944444444444442, 0.18253968253968234]"
2,"[0.20803734547976876, 0.19858224919756712, 0.1725768534549275, 0.21276606997090428, 0.2080374818968316]"
3,"[0.18433648887469362, 0.28048326071390584, 0.14040273148651494, 0.2540095800949404, 0.14076793882994532]"
4,"[0.1529674431891516, 0.3215147026945603, 0.056655854303712665, 0.29606651948360363, 0.17279548032897268]"
5,"[0.09297209222971822, 0.11492335637520844, 0.055992100048535894, 0.4992127093100112, 0.23689974203652558]"
6,"[0.025468579600780868, 0.03566395987237957, 0.006797082984576325, 0.6281647511929827, 0.3039056263492792]"
7,"[0.013283382335014273, 0.0073018694726203, 0.0012085922498111217, 0.6352522420511599, 0.3429539138913957]"
8,"[0.0014792334929242278, 2.4586270725751494e-12, 2.267259636873536e-12, 0.7218813800606586, 0.2766393864416939]"
9,"[0.0008178953704723632, 9.820718151499762e-21, 9.700933961338544e-21, 0.7078550070632951, 0.29132709756623126]"
10,"[1.6698551912215205e-9, 4.0783593630885936e-10, 5.373319368160933e-13, 0.3846089733813719, 0.6153910245403997]"
11,"[1.9402641558155282e-19, 1.2444173863966444e-15, 2.890017142549549e-22, 0.21738107650116043, 0.7826189234988381]"
12,"[1.5670327837126864e-13, 3.276102615672215e-12, 2.140341322358515e-14, 0.01833816550384056, 0.9816618344926997]"
13,"[1.0714141916345809e-24, 7.026590890027747e-21, 9.638364755869586e-24, 0.007121854590203873, 0.9928781454097987]"
