Timestep,Probs
1,"[0.3527272727272731, 0.3163636363636365, 0.33090909090909115]"
2,"[0.2569164085500733, 0.3858005020853688, 0.35728308936455894]"
3,"[0.2527257232097644, 0.3807054800894262, 0.36656879670080855]"
4,"[0.13055910065541662, 0.17254575978276365, 0.696895139561819]"
5,"[0.018281471993463257, 0.008879667196700995, 0.972838860809838]"
6,"[0.0016903624581503054, 0.000507324217749432, 0.9978023133240983]"
7,"[0.0001629471356717629, 0.00011854347129781743, 0.9997185093930304]"
8,"[0.010822760221107067, 0.010636160906950048, 0.9785410788719371]"
9,"[0.01192168794897498, 0.007812071179235325, 0.980266240871784]"
10,"[0.01321556601407395, 0.008810377342715964, 0.9779740566432095]"
11,"[0.015745634360301426, 0.010497089573534284, 0.9737572760661661]"
12,"[0.016719967191425718, 0.011146644794283813, 0.9721333880142922]"
13,"[0.021656407025966082, 0.0007598739307356522, 0.9775837190432978]"
14,"[0.023432156607782705, 4.32726807161269e-5, 0.9765245707114992]"
15,"[0.00183982851594474, 3.3976519223356215e-6, 0.9981567738321327]"
16,"[0.00010949263833534347, 2.022024715334137e-7, 0.9998903051591942]"
17,"[4.329009142766755e-5, 1.142068102563446e-8, 0.9999566984878906]"
18,"[0.0013773739915661242, 0.0009182493277107495, 0.9977043766807244]"
19,"[0.0005850087732361203, 1.8643615152832276e-6, 0.9994131268652469]"
