Timestep,Probs
1,"[0.17600000000000013, 0.19400000000000014, 0.20600000000000016, 0.22200000000000017, 0.20200000000000015]"
2,"[0.20241698647042028, 0.22658600118889885, 0.05438084645758049, 0.27190323990097237, 0.24471292598212877]"
3,"[0.4537532863224219, 0.5165696155661609, 0.00016385018404998413, 0.014803970283653807, 0.014709277643712809]"
4,"[0.42856978072364604, 0.2857147518843868, 1.4784602736741744e-6, 0.14285719607275452, 0.1428567928589401]"
5,"[0.20029246738553086, 0.00012196618771748922, 1.3322336137242442e-10, 0.3997927833457799, 0.3997927829477478]"
6,"[3.292564281517873e-5, 1.8922374272859985e-9, 3.3444631810897035e-18, 0.9999012231866111, 6.584927833639122e-5]"
7,"[3.778466570402564e-9, 0.0, 0.0, 0.9999999962215281, 0.0]"
8,"[1.994906394128434e-17, 0.0, 0.0, 1.000000000000003, 0.0]"
9,"[1.4080162491113006e-10, 0.0, 0.0, 0.9999999998591952, 0.0]"
10,"[1.4898500448889048e-15, 0.0, 0.0, 1.000000000000004, 0.0]"
11,"[7.322796072793134e-9, 0.0, 0.0, 0.9999999926772024, 0.0]"
12,"[1.1809247213668281e-15, 0.0, 0.0, 1.0000000000000022, 0.0]"
13,"[6.8618976049719035e-12, 0.0, 0.0, 0.9999999999931294, 0.0]"
14,"[2.2373934352602987e-19, 0.0, 0.0, 1.0000000000000042, 0.0]"
15,"[2.4417064873843963e-29, 0.0, 0.0, 0.9999999999999954, 0.0]"
16,"[4.2142119192658477e-14, 0.0, 0.0, 0.9999999999999667, 0.0]"
17,"[8.30760005753478e-9, 0.0, 0.0, 0.9999999916923932, 0.0]"
18,"[4.7184972057452585e-7, 0.0, 0.0, 0.9999995281502884, 0.0]"
19,"[1.5296820400269462e-13, 0.0, 0.0, 0.999999999999846, 0.0]"
20,"[1.6860468704071805e-13, 0.0, 0.0, 0.9999999999998299, 0.0]"
21,"[2.6208018058585016e-26, 0.0, 0.0, 1.000000000000002, 0.0]"
