Timestep,Probs
1,"[0.3308823529411762, 0.3455882352941173, 0.3235294117647056]"
2,"[0.33043496015837825, 0.37390180711976434, 0.29566323272185663]"
3,"[0.33672659044780917, 0.3775586304130022, 0.2857147791391896]"
4,"[0.29488138988831647, 0.3589694045159764, 0.3461492055957079]"
5,"[0.2615534716208503, 0.35384186451013866, 0.3846046638690106]"
6,"[0.26316347587721955, 0.3684182630485175, 0.3684182610742629]"
7,"[0.2500019091924998, 0.36364329429060743, 0.38635479651689264]"
8,"[0.038121833167452705, 0.8571222522788908, 0.10475591455365729]"
9,"[0.031625747692927385, 0.9589537579813685, 0.009420494325703157]"
10,"[0.03580742361969645, 0.9549086363464573, 0.009283940033847615]"
11,"[0.0042531602767223705, 0.995273548427847, 0.0004732912954287239]"
12,"[0.000287006058917668, 0.9996811043788822, 3.188956219920675e-5]"
13,"[3.918979780742205e-5, 0.9999564557802141, 4.354421978602447e-6]"
14,"[8.512264095534135e-75, 0.9999999999999976, 9.864131871464899e-53]"
15,"[1.0295125696215262e-153, 0.9999999999999982, 2.6095261469124547e-120]"
16,"[4.74668691549092e-243, 1.000000000000001, 1.6664158549247894e-212]"
17,"[0.0, 0.999999999999998, 0.0]"
18,"[0.0, 0.9999999999999992, 0.0]"
19,"[0.0, 1.0000000000000007, 0.0]"
20,"[0.0, 0.9999999999999998, 0.0]"
21,"[1.2476522549937939e-42, 0.9999999999999974, 1.9136326042180087e-94]"
22,"[2.107617905339359e-82, 1.0000000000000002, 8.31501815535336e-190]"
23,"[3.5416550844981887e-122, 0.9999999999999993, 1.796722755397049e-285]"
24,"[5.107683467314105e-155, 0.9999999999999992, 0.0]"
25,"[2.3680331671354063e-177, 1.0000000000000013, 0.0]"
26,"[1.0086829920988402e-212, 1.0, 0.0]"
