Timestep,Probs
1,"[0.20000000000000023, 0.20000000000000023, 0.20000000000000023, 0.20000000000000023, 0.20000000000000023]"
2,"[0.00020858015318126665, 0.00020858015318126657, 0.9990572177076221, 0.0003170418328355246, 0.00020858015318126654]"
3,"[3.359737604493133e-5, 3.77970480505477e-5, 0.9998642106051475, 2.344816869802496e-5, 4.094680205475997e-5]"
4,"[8.634178804474067e-10, 1.126197235366188e-10, 0.9999999979436516, 5.078315311327141e-10, 5.724835946444764e-10]"
5,"[6.736378571173656e-15, 1.7514584285051432e-16, 0.9999999999999872, 1.0107062811786993e-15, 1.2731755499518364e-15]"
6,"[9.933938006974878e-18, 7.400958040892046e-21, 0.9999999999999956, 5.541604618628627e-20, 8.29243707763619e-20]"
7,"[3.44174480185836e-8, 3.4417448018583354e-8, 0.999999778198678, 1.5296643563814978e-8, 1.3766979207433416e-7]"
8,"[5.246288059964732e-12, 6.476898839462693e-14, 0.9999999999788917, 3.1984685626976506e-15, 1.5803633168288787e-11]"
9,"[7.196555000182806e-15, 1.0968686176166654e-18, 0.99999999999999, 4.5138626239369356e-20, 2.4087234842861578e-15]"
10,"[3.3413006334239304e-15, 7.762032869876561e-23, 1.0000000000000033, 8.730956040190411e-24, 6.790226354567892e-19]"
11,"[1.0319262700146088e-5, 3.821949148202282e-7, 0.9999571941695353, 7.643898296404591e-7, 3.1339983015258426e-5]"
12,"[2.1603123982420154e-8, 9.877971642624972e-12, 0.9999982252445878, 8.890174478362281e-10, 1.7522533896851736e-6]"
13,"[8.844223739206948e-6, 3.275638421928499e-7, 0.9996547477103384, 1.7688447478413706e-5, 0.0003183920546114441]"
14,"[1.8829750677919513e-5, 1.0629449371380529e-10, 0.9999183698680093, 3.443941596327216e-8, 6.276583559306234e-5]"
15,"[2.8766336022577227e-6, 2.227528241742791e-14, 0.9999942346999053, 1.948641705876565e-10, 2.8884716006207594e-6]"
16,"[0.00015996524212023058, 1.974879532348558e-6, 0.9943992416462643, 0.0006398609684809178, 0.004798957263606885]"
17,"[1.1577142533081894e-6, 5.881797761053856e-11, 0.9995195485260592, 0.0003750994180718452, 0.00010419428279773613]"
18,"[9.94331898985699e-5, 1.363966939623749e-7, 0.9909514433225363, 0.005369392254522737, 0.0035795948363484932]"
19,"[7.134034594254993e-6, 8.807450116364272e-8, 0.4380805430744238, 0.5616768116748683, 0.00023542314161041058]"
