Timestep,Probs
1,"[0.20000000000000015, 0.20000000000000015, 0.20000000000000015, 0.20000000000000015, 0.20000000000000015]"
2,"[0.10122864307213655, 0.23614801887914888, 0.23853802638556454, 0.2409471304485773, 0.18313818121456987]"
3,"[0.030009952944041622, 0.2772644817502889, 0.346090940188745, 0.3324995580333689, 0.014135067083555464]"
4,"[3.50662303883132e-6, 0.28642201292111613, 0.3499181851579879, 0.3636554830041656, 8.122936912735801e-7]"
5,"[5.071018419419682e-9, 0.8363820391935599, 0.11322235508333174, 0.05039560053862985, 1.1345882872674488e-10]"
6,"[4.945425894449969e-14, 0.9995914403393855, 0.0003752858274817406, 3.327383308200866e-5, 4.1593221749422044e-15]"
7,"[0.00024516630829416765, 0.999237273760284, 0.0001864950590856842, 0.00028407968302586705, 4.698518930453328e-5]"
8,"[0.00020715191154918684, 0.9997876604986609, 3.848908957200423e-6, 4.753854552644357e-8, 1.2911422894919699e-6]"
9,"[0.0002288145133061238, 0.9997711622599279, 5.802057047355672e-9, 7.994451578116878e-12, 1.7416710752784243e-8]"
10,"[0.00013054124415045755, 0.9998694587547938, 1.0094886596257009e-12, 1.933357348238706e-18, 4.262446368512206e-14]"
11,"[0.00013039513269971656, 0.9998696048672997, 1.5389696373531952e-16, 3.223645256249493e-23, 5.819796628300801e-18]"
12,"[0.0868165692629733, 0.9131834307370312, 5.784122384191208e-19, 4.031744368020752e-26, 6.823555223058764e-20]"
13,"[0.9020016271876725, 0.0979948111043184, 5.556264493747584e-7, 6.553542736215085e-8, 2.9405461320756562e-6]"
