Timestep,Probs
1,"[0.19135802469135804, 0.19753086419753088, 0.23456790123456792, 0.1851851851851852, 0.19135802469135804]"
2,"[0.20325207760548128, 0.2804875211465137, 0.08536665724056292, 0.16260211173580513, 0.2682916322716365]"
3,"[0.25770458379041294, 0.4717036407125986, 0.055656360358748026, 0.0598944859898904, 0.15504092914834938]"
4,"[0.20588134719617038, 0.38970621111488624, 0.12499904375078634, 0.08088329014245046, 0.19853010779570626]"
5,"[0.19884907527194545, 0.4118384962312979, 0.10999636189863388, 0.04396611615549417, 0.2353499504426276]"
6,"[0.1250093454488618, 0.45834202430309207, 0.0972247639639181, 0.04166062430557612, 0.27776324197855234]"
7,"[0.08172643415348953, 0.695623827857083, 0.07024045281604906, 0.019466377502131132, 0.13294290767124786]"
8,"[0.03791243938355386, 0.883874367390399, 0.009488552969293925, 0.009478067244988923, 0.0592465730117653]"
9,"[2.849418523880549e-15, 0.9999999999997357, 2.592970856731328e-13, 3.1660205820894016e-16, 3.2011985885571524e-15]"
10,"[2.8514943124424373e-27, 0.9999999999999997, 3.7420159862183794e-23, 2.8514943124424373e-27, 3.5247094762854457e-28]"
11,"[5.521517046081541e-12, 0.9999999999274733, 5.5828672354823885e-11, 6.816687711211698e-14, 1.1111200969275219e-11]"
12,"[2.9707236326546966e-21, 0.9999999999999977, 1.7542420123188337e-16, 3.300804036282871e-22, 2.970768911173734e-20]"
13,"[2.655729468842628e-11, 0.9999984059776921, 4.30231816928445e-9, 2.1511408697624855e-9, 1.5875422897525223e-6]"
14,"[1.4929770133260117e-19, 0.9999991461368677, 1.1018170386438651e-16, 9.79542218443164e-16, 8.538631318486167e-7]"
15,"[5.424202151405151e-13, 0.9999766430687637, 7.118180483288909e-9, 3.9542433683742854e-10, 2.3349417090115002e-5]"
16,"[8.428095440037517e-14, 0.9999999502243407, 4.983617114648432e-9, 7.585285896033784e-13, 4.4791197497032846e-8]"
17,"[7.487260801025109e-20, 0.9999999999996011, 3.9791047528314506e-14, 1.267974191099822e-24, 3.5811336307358685e-13]"
18,"[2.6771651731777632e-14, 0.9999999999777993, 2.412423283830168e-12, 3.672380210120388e-17, 1.9760453606022374e-11]"
19,"[1.3023480240033976e-21, 1.0000000000000024, 1.3041565650111477e-21, 2.722886190572014e-28, 7.690236455019607e-17]"
20,"[2.2760430647556446e-13, 0.999999999999713, 2.59137962105241e-14, 2.809929709574876e-15, 2.5913796210524103e-14]"
21,"[1.7402758775800899e-25, 1.0, 1.284325984863851e-22, 2.652455231794026e-29, 2.1485214841140976e-26]"
