Timestep,Probs
1,"[0.228813559322034, 0.21468926553672327, 0.20056497175141252, 0.14406779661016955, 0.21186440677966112]"
2,"[0.2074814410884656, 0.2254361942192734, 0.21845359308897483, 0.14463860057905228, 0.20399017102423295]"
3,"[0.24523385776498352, 0.22312847676486533, 0.137770138994597, 0.11612037170569806, 0.2777471547698562]"
4,"[0.23966545803077535, 0.22728061693434268, 0.09504897329887982, 0.10743982071601833, 0.33056513101998336]"
5,"[0.31855380482989987, 0.4890465195155488, 0.11124253972140281, 0.02030266916480408, 0.06085446676834418]"
6,"[0.0645261113507742, 0.9096621546389909, 0.02294347248207109, 0.00143363175105316, 0.001434629777108316]"
7,"[0.0073893744147286436, 0.9899024474069431, 0.0023162707163216123, 0.00025194050940322504, 0.00013996695260345323]"
8,"[0.025568082994006945, 0.9744280199529975, 3.896384980666347e-6, 0.0, 6.680126326223591e-10]"
9,"[0.0005059183432718374, 0.9994878367029223, 6.244953642748113e-6, 0.0, 1.6119811318898514e-13]"
10,"[1.8113731101198143e-9, 0.9999037343949237, 9.626379370151575e-5, 0.0, 4.2136966259118066e-18]"
11,"[3.7558052569260604e-12, 0.9985626689151775, 0.0014373310810658303, 0.0, 2.0051899560583823e-27]"
12,"[5.799325207922188e-9, 0.9726043942421553, 0.027395599956575242, 0.0, 1.95077313840791e-12]"
13,"[7.436157179587729e-11, 0.7407172380464719, 0.25928276187917143, 0.0, 2.954726592497525e-21]"
