Timestep,Probs
1,"[0.2179104477611942, 0.16716417910447773, 0.22686567164179122, 0.15522388059701503, 0.23283582089552257]"
2,"[0.21221884149929834, 0.18327974048583828, 0.19292628059877748, 0.1784564361438111, 0.23311870127227538]"
3,"[0.2754870124227731, 0.18143983984537895, 0.17552712068412946, 0.16230652108737595, 0.20523950596034107]"
4,"[0.3009285854245313, 0.1819617364799023, 0.16252175339350342, 0.13413992366646654, 0.220448001035596]"
5,"[0.43110109203458813, 0.2653232721565215, 0.24319498654313912, 0.021598106269706645, 0.03878254299604409]"
6,"[0.16164047582602242, 0.7469774332378161, 0.07088681588880784, 0.005932102835553628, 0.01456317221179934]"
7,"[0.020817197249036697, 0.9666737079791357, 0.01204756202772398, 7.806697856884838e-9, 0.00046152493739823694]"
8,"[0.17363424504038433, 0.7293339709542705, 0.09220996702302985, 1.8969953706520076e-15, 0.0048218169823133145]"
9,"[0.42681220837903067, 0.39325400647881265, 0.1441023489604359, 3.6424985679482605e-22, 0.035831436181719016]"
10,"[0.690926244835171, 0.06554135957229192, 0.23786739593144848, 1.0674316134712793e-8, 0.0056649889867715795]"
11,"[0.7192891468469712, 0.007917823641731379, 0.2719267030784715, 4.260358977490849e-17, 0.0008663264328258067]"
12,"[0.21847116843737502, 3.3796100097741884e-8, 0.781528795989585, 2.1757677276534438e-11, 1.755183996333513e-9]"
13,"[0.029323702929183966, 2.256876187661833e-16, 0.9706762970708099, 1.3253148557566679e-21, 5.68943713483509e-15]"
